read_at,city,shop_id,name,day,hour,weekday,locker_type,free,min_qta,price_1h,status
2026-09-24 05:06,rome,4,Spanish Steps District,2026-09-24,6,weekday,Small,17,5,3.49,read
2026-09-24 05:06,rome,4,Spanish Steps District,2026-09-24,6,weekday,Standard,3,1,2.49,read
2026-09-24 05:06,rome,4,Spanish Steps District,2026-09-24,6,weekday,Maxi,17,5,3.49,read
2026-09-24 05:06,florence,5,Uffizi District,2026-09-24,6,weekday,Small,18,5,3.49,read
2026-09-24 05:06,florence,5,Uffizi District,2026-09-24,6,weekday,Standard,10,5,2.49,read
2026-09-24 05:06,florence,5,Uffizi District,2026-09-24,6,weekday,Maxi,18,5,3.49,read
2026-09-24 05:06,rome,2,City Center | Termini Station,2026-09-24,6,weekday,Small,4,1,1.49,read
2026-09-24 05:06,rome,2,City Center | Termini Station,2026-09-24,6,weekday,Standard,17,5,2.49,read
2026-09-24 05:06,rome,2,City Center | Termini Station,2026-09-24,6,weekday,Maxi,13,0,2.99,read
2026-09-24 05:06,florence,6,City Center |  Florence Station,2026-09-24,6,weekday,Small,12,5,3.49,read
2026-09-24 05:06,florence,6,City Center |  Florence Station,2026-09-24,6,weekday,Standard,8,5,2.49,read
2026-09-24 05:06,florence,6,City Center |  Florence Station,2026-09-24,6,weekday,Maxi,12,5,3.49,read
2026-09-24 05:06,naples,7,Naples Centrale Train Station,2026-09-24,6,weekday,Small,15,5,3.49,read
2026-09-24 05:06,naples,7,Naples Centrale Train Station,2026-09-24,6,weekday,Standard,5,1,2.49,read
2026-09-24 05:06,naples,7,Naples Centrale Train Station,2026-09-24,6,weekday,Maxi,15,5,3.49,read
2026-09-24 05:06,venice,8,City Center | Rialto District,2026-09-24,6,weekday,Small,17,5,2.99,read
2026-09-24 05:06,venice,8,City Center | Rialto District,2026-09-24,6,weekday,Standard,17,5,2.99,read
2026-09-24 05:06,venice,8,City Center | Rialto District,2026-09-24,6,weekday,Maxi,17,5,2.99,read
2026-09-24 05:06,venice,9,Santa Lucia Train Station,2026-09-24,6,weekday,Small,13,2,3.49,read
2026-09-24 05:06,venice,9,Santa Lucia Train Station,2026-09-24,6,weekday,Standard,12,0,2.49,read
2026-09-24 05:06,venice,9,Santa Lucia Train Station,2026-09-24,6,weekday,Maxi,13,2,3.49,read
2026-09-24 05:06,catania,10,Via Etnea | Bellini Theater,2026-09-24,6,weekday,Small,9,5,2.99,read
2026-09-24 05:06,catania,10,Via Etnea | Bellini Theater,2026-09-24,6,weekday,Standard,14,5,2.49,read
2026-09-24 05:06,catania,10,Via Etnea | Bellini Theater,2026-09-24,6,weekday,Maxi,9,5,2.99,read
2026-09-24 05:06,pisa,13,City Center | Pisa Station,2026-09-24,6,weekday,Small,11,3,3.49,read
2026-09-24 05:06,pisa,13,City Center | Pisa Station,2026-09-24,6,weekday,Standard,12,5,2.49,read
2026-09-24 05:06,pisa,13,City Center | Pisa Station,2026-09-24,6,weekday,Maxi,11,3,3.49,read
2026-09-24 05:06,verona,14,Verona Arena,2026-09-24,6,weekday,Small,14,5,3.49,read
2026-09-24 05:06,verona,14,Verona Arena,2026-09-24,6,weekday,Standard,12,5,2.49,read
2026-09-24 05:06,verona,14,Verona Arena,2026-09-24,6,weekday,Maxi,14,5,3.49,read
2026-09-24 05:06,turin,17,Turin Porta Nuova Train Station,2026-09-24,6,weekday,Small,14,5,3.49,read
2026-09-24 05:06,turin,17,Turin Porta Nuova Train Station,2026-09-24,6,weekday,Standard,11,5,2.49,read
2026-09-24 05:06,turin,17,Turin Porta Nuova Train Station,2026-09-24,6,weekday,Maxi,14,5,3.49,read
2026-09-24 05:06,bari,18,Bari Centrale Train Station,2026-09-24,6,weekday,Small,12,5,1.49,read
2026-09-24 05:06,bari,18,Bari Centrale Train Station,2026-09-24,6,weekday,Standard,21,5,2.49,read
2026-09-24 05:06,bari,18,Bari Centrale Train Station,2026-09-24,6,weekday,Maxi,17,5,3.49,read
2026-09-24 05:06,rome,21,Colosseum,2026-09-24,6,weekday,Small,22,5,3.49,read
2026-09-24 05:06,rome,21,Colosseum,2026-09-24,6,weekday,Standard,12,5,2.49,read
2026-09-24 05:06,rome,21,Colosseum,2026-09-24,6,weekday,Maxi,22,5,3.49,read
2026-09-24 05:06,rome,22,Trastevere,2026-09-24,6,weekday,Small,14,5,2.99,read
2026-09-24 05:06,rome,22,Trastevere,2026-09-24,6,weekday,Standard,5,3,2.49,read
2026-09-24 05:06,rome,22,Trastevere,2026-09-24,6,weekday,Maxi,14,5,2.99,read
2026-09-24 05:06,florence,24,Florence SMN Train Station,2026-09-24,6,weekday,Small,16,5,1.49,read
2026-09-24 05:06,florence,24,Florence SMN Train Station,2026-09-24,6,weekday,Standard,28,5,2.49,read
2026-09-24 05:06,florence,24,Florence SMN Train Station,2026-09-24,6,weekday,Maxi,19,5,3.49,read
2026-09-24 05:06,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,6,weekday,Small,8,5,3.49,read
2026-09-24 05:06,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,6,weekday,Standard,10,5,2.49,read
2026-09-24 05:06,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,6,weekday,Maxi,8,5,3.49,read
2026-09-24 05:06,palermo,26,City Center | Massimo Theater,2026-09-24,6,weekday,Small,12,5,2.99,read
2026-09-24 05:06,palermo,26,City Center | Massimo Theater,2026-09-24,6,weekday,Standard,17,5,2.49,read
2026-09-24 05:06,palermo,26,City Center | Massimo Theater,2026-09-24,6,weekday,Maxi,12,5,2.99,read
2026-09-24 05:06,rome,31,Termini Train Station,2026-09-24,6,weekday,Small,11,5,1.49,read
2026-09-24 05:06,rome,31,Termini Train Station,2026-09-24,6,weekday,Standard,21,5,2.49,read
2026-09-24 05:06,rome,31,Termini Train Station,2026-09-24,6,weekday,Maxi,12,5,3.49,read
2026-09-24 05:06,bologna,32,Bologna Centrale Train Station,2026-09-24,6,weekday,Small,19,5,1.49,read
2026-09-24 05:06,bologna,32,Bologna Centrale Train Station,2026-09-24,6,weekday,Standard,30,5,2.49,read
2026-09-24 05:06,bologna,32,Bologna Centrale Train Station,2026-09-24,6,weekday,Maxi,20,5,3.49,read
2026-09-24 05:06,milan,36,Cadorna Train Station,2026-09-24,6,weekday,Small,36,5,1.49,read
2026-09-24 05:06,milan,36,Cadorna Train Station,2026-09-24,6,weekday,Standard,38,5,2.49,read
2026-09-24 05:06,milan,36,Cadorna Train Station,2026-09-24,6,weekday,Maxi,22,5,3.49,read
2026-09-24 05:06,siena,38,Piazza del Campo,2026-09-24,6,weekday,Small,4,4,1.49,read
2026-09-24 05:06,siena,38,Piazza del Campo,2026-09-24,6,weekday,Standard,28,5,2.49,read
2026-09-24 05:06,siena,38,Piazza del Campo,2026-09-24,6,weekday,Maxi,21,5,3.49,read
2026-09-24 05:06,brescia,40,Brescia Train Station,2026-09-24,6,weekday,Small,4,3,1.49,read
2026-09-24 05:06,brescia,40,Brescia Train Station,2026-09-24,6,weekday,Standard,16,5,2.49,read
2026-09-24 05:06,brescia,40,Brescia Train Station,2026-09-24,6,weekday,Maxi,13,5,2.99,read
2026-09-24 05:06,pisa,39,Pisa Centrale Train Station,2026-09-24,6,weekday,Small,14,5,1.49,read
2026-09-24 05:06,pisa,39,Pisa Centrale Train Station,2026-09-24,6,weekday,Standard,26,5,2.49,read
2026-09-24 05:06,pisa,39,Pisa Centrale Train Station,2026-09-24,6,weekday,Maxi,15,5,3.49,read
2026-09-24 05:06,rome,37,St. Peter's Basilica,2026-09-24,6,weekday,Small,6,2,1.49,read
2026-09-24 05:06,rome,37,St. Peter's Basilica,2026-09-24,6,weekday,Standard,22,5,2.49,read
2026-09-24 05:06,rome,37,St. Peter's Basilica,2026-09-24,6,weekday,Maxi,17,5,3.49,read
2026-09-24 05:06,milan,47,Duomo District,2026-09-24,6,weekday,Small,10,5,1.49,read
2026-09-24 05:06,milan,47,Duomo District,2026-09-24,6,weekday,Standard,19,5,2.49,read
2026-09-24 05:06,milan,47,Duomo District,2026-09-24,6,weekday,Maxi,16,5,3.49,read
2026-09-24 05:06,bologna,48,Sant'Orsola Hospital,2026-09-24,6,weekday,Small,29,5,0.99,read
2026-09-24 05:06,bologna,48,Sant'Orsola Hospital,2026-09-24,6,weekday,Standard,10,5,1.49,read
2026-09-24 05:06,bologna,48,Sant'Orsola Hospital,2026-09-24,6,weekday,Maxi,10,5,1.49,read
2026-09-24 05:06,venice,51,Rialto Bridge,2026-09-24,6,weekday,Small,14,5,1.49,read
2026-09-24 05:06,venice,51,Rialto Bridge,2026-09-24,6,weekday,Standard,30,5,2.49,read
2026-09-24 05:06,venice,51,Rialto Bridge,2026-09-24,6,weekday,Maxi,24,5,2.99,read
2026-09-24 05:06,parma,50,Parma Train Station,2026-09-24,6,weekday,Small,31,5,2.99,read
2026-09-24 05:06,parma,50,Parma Train Station,2026-09-24,6,weekday,Standard,31,5,2.99,read
2026-09-24 05:06,parma,50,Parma Train Station,2026-09-24,6,weekday,Maxi,31,5,2.99,read
2026-09-24 05:06,bologna,56,Piazza Maggiore | City Center,2026-09-24,6,weekday,Small,22,5,1.49,read
2026-09-24 05:06,bologna,56,Piazza Maggiore | City Center,2026-09-24,6,weekday,Standard,36,5,2.49,read
2026-09-24 05:06,bologna,56,Piazza Maggiore | City Center,2026-09-24,6,weekday,Maxi,31,5,3.49,read
2026-09-24 05:06,milan,59,Porta Garibaldi Train Station,2026-09-24,6,weekday,Small,13,5,1.49,read
2026-09-24 05:06,milan,59,Porta Garibaldi Train Station,2026-09-24,6,weekday,Standard,32,5,2.49,read
2026-09-24 05:06,milan,59,Porta Garibaldi Train Station,2026-09-24,6,weekday,Maxi,30,5,3.49,read
2026-09-24 05:06,naples,60,Naples Port - Molo Beverello,2026-09-24,6,weekday,Small,13,5,1.49,read
2026-09-24 05:06,naples,60,Naples Port - Molo Beverello,2026-09-24,6,weekday,Standard,33,5,2.49,read
2026-09-24 05:06,naples,60,Naples Port - Molo Beverello,2026-09-24,6,weekday,Maxi,22,5,3.49,read
2026-09-24 06:43,rome,1,Vatican Museums,2026-09-24,7,weekday,Small,26,5,3.49,read
2026-09-24 06:43,rome,1,Vatican Museums,2026-09-24,7,weekday,Standard,4,0,2.49,read
2026-09-24 06:43,rome,1,Vatican Museums,2026-09-24,7,weekday,Maxi,26,5,3.49,read
2026-09-24 06:43,milan,3,Milano Centrale Train Station,2026-09-24,7,weekday,Small,33,5,1.49,read
2026-09-24 06:43,milan,3,Milano Centrale Train Station,2026-09-24,7,weekday,Standard,58,5,2.49,read
2026-09-24 06:43,milan,3,Milano Centrale Train Station,2026-09-24,7,weekday,Maxi,43,5,3.49,read
2026-09-24 06:43,rome,4,Spanish Steps District,2026-09-24,7,weekday,Small,17,5,3.49,read
2026-09-24 06:43,rome,4,Spanish Steps District,2026-09-24,7,weekday,Standard,3,1,2.49,read
2026-09-24 06:43,rome,4,Spanish Steps District,2026-09-24,7,weekday,Maxi,17,5,3.49,read
2026-09-24 06:43,florence,5,Uffizi District,2026-09-24,7,weekday,Small,18,5,3.49,read
2026-09-24 06:43,florence,5,Uffizi District,2026-09-24,7,weekday,Standard,10,5,2.49,read
2026-09-24 06:43,florence,5,Uffizi District,2026-09-24,7,weekday,Maxi,18,5,3.49,read
2026-09-24 06:43,rome,2,City Center | Termini Station,2026-09-24,7,weekday,Small,4,1,1.49,read
2026-09-24 06:43,rome,2,City Center | Termini Station,2026-09-24,7,weekday,Standard,17,5,2.49,read
2026-09-24 06:43,rome,2,City Center | Termini Station,2026-09-24,7,weekday,Maxi,13,0,2.99,read
2026-09-24 06:43,florence,6,City Center |  Florence Station,2026-09-24,7,weekday,Small,12,5,3.49,read
2026-09-24 06:43,florence,6,City Center |  Florence Station,2026-09-24,7,weekday,Standard,8,5,2.49,read
2026-09-24 06:43,florence,6,City Center |  Florence Station,2026-09-24,7,weekday,Maxi,12,5,3.49,read
2026-09-24 06:43,naples,7,Naples Centrale Train Station,2026-09-24,7,weekday,Small,15,5,3.49,read
2026-09-24 06:43,naples,7,Naples Centrale Train Station,2026-09-24,7,weekday,Standard,5,1,2.49,read
2026-09-24 06:43,naples,7,Naples Centrale Train Station,2026-09-24,7,weekday,Maxi,15,5,3.49,read
2026-09-24 06:43,venice,8,City Center | Rialto District,2026-09-24,7,weekday,Small,17,5,2.99,read
2026-09-24 06:43,venice,8,City Center | Rialto District,2026-09-24,7,weekday,Standard,17,5,2.99,read
2026-09-24 06:43,venice,8,City Center | Rialto District,2026-09-24,7,weekday,Maxi,17,5,2.99,read
2026-09-24 06:43,venice,9,Santa Lucia Train Station,2026-09-24,7,weekday,Small,13,2,3.49,read
2026-09-24 06:43,venice,9,Santa Lucia Train Station,2026-09-24,7,weekday,Standard,12,0,2.49,read
2026-09-24 06:43,venice,9,Santa Lucia Train Station,2026-09-24,7,weekday,Maxi,13,2,3.49,read
2026-09-24 06:43,catania,10,Via Etnea | Bellini Theater,2026-09-24,7,weekday,Small,9,5,2.99,read
2026-09-24 06:43,catania,10,Via Etnea | Bellini Theater,2026-09-24,7,weekday,Standard,14,5,2.49,read
2026-09-24 06:43,catania,10,Via Etnea | Bellini Theater,2026-09-24,7,weekday,Maxi,9,5,2.99,read
2026-09-24 06:43,pisa,13,City Center | Pisa Station,2026-09-24,7,weekday,Small,11,3,3.49,read
2026-09-24 06:43,pisa,13,City Center | Pisa Station,2026-09-24,7,weekday,Standard,12,5,2.49,read
2026-09-24 06:43,pisa,13,City Center | Pisa Station,2026-09-24,7,weekday,Maxi,11,3,3.49,read
2026-09-24 06:43,verona,14,Verona Arena,2026-09-24,7,weekday,Small,14,5,3.49,read
2026-09-24 06:43,verona,14,Verona Arena,2026-09-24,7,weekday,Standard,12,5,2.49,read
2026-09-24 06:43,verona,14,Verona Arena,2026-09-24,7,weekday,Maxi,14,5,3.49,read
2026-09-24 06:43,turin,17,Turin Porta Nuova Train Station,2026-09-24,7,weekday,Small,14,5,3.49,read
2026-09-24 06:43,turin,17,Turin Porta Nuova Train Station,2026-09-24,7,weekday,Standard,11,5,2.49,read
2026-09-24 06:43,turin,17,Turin Porta Nuova Train Station,2026-09-24,7,weekday,Maxi,14,5,3.49,read
2026-09-24 06:43,bari,18,Bari Centrale Train Station,2026-09-24,7,weekday,Small,12,5,1.49,read
2026-09-24 06:43,bari,18,Bari Centrale Train Station,2026-09-24,7,weekday,Standard,21,5,2.49,read
2026-09-24 06:43,bari,18,Bari Centrale Train Station,2026-09-24,7,weekday,Maxi,17,5,3.49,read
2026-09-24 06:43,rome,21,Colosseum,2026-09-24,7,weekday,Small,22,5,3.49,read
2026-09-24 06:43,rome,21,Colosseum,2026-09-24,7,weekday,Standard,12,5,2.49,read
2026-09-24 06:43,rome,21,Colosseum,2026-09-24,7,weekday,Maxi,22,5,3.49,read
2026-09-24 06:43,rome,22,Trastevere,2026-09-24,7,weekday,Small,14,5,2.99,read
2026-09-24 06:43,rome,22,Trastevere,2026-09-24,7,weekday,Standard,5,3,2.49,read
2026-09-24 06:43,rome,22,Trastevere,2026-09-24,7,weekday,Maxi,14,5,2.99,read
2026-09-24 06:43,florence,24,Florence SMN Train Station,2026-09-24,7,weekday,Small,16,5,1.49,read
2026-09-24 06:43,florence,24,Florence SMN Train Station,2026-09-24,7,weekday,Standard,28,5,2.49,read
2026-09-24 06:43,florence,24,Florence SMN Train Station,2026-09-24,7,weekday,Maxi,19,5,3.49,read
2026-09-24 06:43,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,7,weekday,Small,8,5,3.49,read
2026-09-24 06:43,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,7,weekday,Standard,10,5,2.49,read
2026-09-24 06:43,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,7,weekday,Maxi,8,5,3.49,read
2026-09-24 06:43,palermo,26,City Center | Massimo Theater,2026-09-24,7,weekday,Small,12,5,2.99,read
2026-09-24 06:43,palermo,26,City Center | Massimo Theater,2026-09-24,7,weekday,Standard,17,5,2.49,read
2026-09-24 06:43,palermo,26,City Center | Massimo Theater,2026-09-24,7,weekday,Maxi,12,5,2.99,read
2026-09-24 06:43,rome,31,Termini Train Station,2026-09-24,7,weekday,Small,11,5,1.49,read
2026-09-24 06:43,rome,31,Termini Train Station,2026-09-24,7,weekday,Standard,21,5,2.49,read
2026-09-24 06:43,rome,31,Termini Train Station,2026-09-24,7,weekday,Maxi,12,5,3.49,read
2026-09-24 06:43,bologna,32,Bologna Centrale Train Station,2026-09-24,7,weekday,Small,19,5,1.49,read
2026-09-24 06:43,bologna,32,Bologna Centrale Train Station,2026-09-24,7,weekday,Standard,30,5,2.49,read
2026-09-24 06:43,bologna,32,Bologna Centrale Train Station,2026-09-24,7,weekday,Maxi,20,5,3.49,read
2026-09-24 06:43,milan,36,Cadorna Train Station,2026-09-24,7,weekday,Small,36,5,1.49,read
2026-09-24 06:43,milan,36,Cadorna Train Station,2026-09-24,7,weekday,Standard,38,5,2.49,read
2026-09-24 06:43,milan,36,Cadorna Train Station,2026-09-24,7,weekday,Maxi,22,5,3.49,read
2026-09-24 06:43,siena,38,Piazza del Campo,2026-09-24,7,weekday,Small,4,4,1.49,read
2026-09-24 06:43,siena,38,Piazza del Campo,2026-09-24,7,weekday,Standard,28,5,2.49,read
2026-09-24 06:43,siena,38,Piazza del Campo,2026-09-24,7,weekday,Maxi,21,5,3.49,read
2026-09-24 06:43,brescia,40,Brescia Train Station,2026-09-24,7,weekday,Small,4,3,1.49,read
2026-09-24 06:43,brescia,40,Brescia Train Station,2026-09-24,7,weekday,Standard,16,5,2.49,read
2026-09-24 06:43,brescia,40,Brescia Train Station,2026-09-24,7,weekday,Maxi,13,5,2.99,read
2026-09-24 06:43,pisa,39,Pisa Centrale Train Station,2026-09-24,7,weekday,Small,14,5,1.49,read
2026-09-24 06:43,pisa,39,Pisa Centrale Train Station,2026-09-24,7,weekday,Standard,26,5,2.49,read
2026-09-24 06:43,pisa,39,Pisa Centrale Train Station,2026-09-24,7,weekday,Maxi,15,5,3.49,read
2026-09-24 06:43,rome,37,St. Peter's Basilica,2026-09-24,7,weekday,Small,6,2,1.49,read
2026-09-24 06:43,rome,37,St. Peter's Basilica,2026-09-24,7,weekday,Standard,22,5,2.49,read
2026-09-24 06:43,rome,37,St. Peter's Basilica,2026-09-24,7,weekday,Maxi,17,5,3.49,read
2026-09-24 06:43,milan,47,Duomo District,2026-09-24,7,weekday,Small,10,5,1.49,read
2026-09-24 06:43,milan,47,Duomo District,2026-09-24,7,weekday,Standard,19,5,2.49,read
2026-09-24 06:43,milan,47,Duomo District,2026-09-24,7,weekday,Maxi,16,5,3.49,read
2026-09-24 06:43,bologna,48,Sant'Orsola Hospital,2026-09-24,7,weekday,Small,29,5,0.99,read
2026-09-24 06:43,bologna,48,Sant'Orsola Hospital,2026-09-24,7,weekday,Standard,10,5,1.49,read
2026-09-24 06:43,bologna,48,Sant'Orsola Hospital,2026-09-24,7,weekday,Maxi,10,5,1.49,read
2026-09-24 06:43,venice,51,Rialto Bridge,2026-09-24,7,weekday,Small,14,5,1.49,read
2026-09-24 06:43,venice,51,Rialto Bridge,2026-09-24,7,weekday,Standard,30,5,2.49,read
2026-09-24 06:43,venice,51,Rialto Bridge,2026-09-24,7,weekday,Maxi,24,5,2.99,read
2026-09-24 06:43,parma,50,Parma Train Station,2026-09-24,7,weekday,Small,31,5,2.99,read
2026-09-24 06:43,parma,50,Parma Train Station,2026-09-24,7,weekday,Standard,31,5,2.99,read
2026-09-24 06:43,parma,50,Parma Train Station,2026-09-24,7,weekday,Maxi,31,5,2.99,read
2026-09-24 06:43,bologna,56,Piazza Maggiore | City Center,2026-09-24,7,weekday,Small,22,5,1.49,read
2026-09-24 06:43,bologna,56,Piazza Maggiore | City Center,2026-09-24,7,weekday,Standard,36,5,2.49,read
2026-09-24 06:43,bologna,56,Piazza Maggiore | City Center,2026-09-24,7,weekday,Maxi,31,5,3.49,read
2026-09-24 06:43,milan,59,Porta Garibaldi Train Station,2026-09-24,7,weekday,Small,13,5,1.49,read
2026-09-24 06:43,milan,59,Porta Garibaldi Train Station,2026-09-24,7,weekday,Standard,32,5,2.49,read
2026-09-24 06:43,milan,59,Porta Garibaldi Train Station,2026-09-24,7,weekday,Maxi,30,5,3.49,read
2026-09-24 06:43,naples,60,Naples Port - Molo Beverello,2026-09-24,7,weekday,Small,13,5,1.49,read
2026-09-24 06:43,naples,60,Naples Port - Molo Beverello,2026-09-24,7,weekday,Standard,33,5,2.49,read
2026-09-24 06:43,naples,60,Naples Port - Molo Beverello,2026-09-24,7,weekday,Maxi,22,5,3.49,read
2026-09-24 07:59,rome,1,Vatican Museums,2026-09-24,8,weekday,Small,26,5,3.49,read
2026-09-24 07:59,rome,1,Vatican Museums,2026-09-24,8,weekday,Standard,2,0,2.49,read
2026-09-24 07:59,rome,1,Vatican Museums,2026-09-24,8,weekday,Maxi,26,5,3.49,read
2026-09-24 07:59,milan,3,Milano Centrale Train Station,2026-09-24,8,weekday,Small,31,5,1.49,read
2026-09-24 07:59,milan,3,Milano Centrale Train Station,2026-09-24,8,weekday,Standard,57,5,2.49,read
2026-09-24 07:59,milan,3,Milano Centrale Train Station,2026-09-24,8,weekday,Maxi,43,5,3.49,read
2026-09-24 07:59,rome,4,Spanish Steps District,2026-09-24,8,weekday,Small,17,5,3.49,read
2026-09-24 07:59,rome,4,Spanish Steps District,2026-09-24,8,weekday,Standard,2,1,2.49,read
2026-09-24 07:59,rome,4,Spanish Steps District,2026-09-24,8,weekday,Maxi,17,5,3.49,read
2026-09-24 07:59,florence,5,Uffizi District,2026-09-24,8,weekday,Small,17,5,3.49,read
2026-09-24 07:59,florence,5,Uffizi District,2026-09-24,8,weekday,Standard,8,5,2.49,read
2026-09-24 07:59,florence,5,Uffizi District,2026-09-24,8,weekday,Maxi,17,5,3.49,read
2026-09-24 07:59,rome,2,City Center | Termini Station,2026-09-24,8,weekday,Small,3,1,1.49,read
2026-09-24 07:59,rome,2,City Center | Termini Station,2026-09-24,8,weekday,Standard,14,5,2.49,read
2026-09-24 07:59,rome,2,City Center | Termini Station,2026-09-24,8,weekday,Maxi,10,0,2.99,read
2026-09-24 07:59,florence,6,City Center |  Florence Station,2026-09-24,8,weekday,Small,11,5,3.49,read
2026-09-24 07:59,florence,6,City Center |  Florence Station,2026-09-24,8,weekday,Standard,7,5,2.49,read
2026-09-24 07:59,florence,6,City Center |  Florence Station,2026-09-24,8,weekday,Maxi,11,5,3.49,read
2026-09-24 07:59,naples,7,Naples Centrale Train Station,2026-09-24,8,weekday,Small,15,5,3.49,read
2026-09-24 07:59,naples,7,Naples Centrale Train Station,2026-09-24,8,weekday,Standard,4,0,2.49,read
2026-09-24 07:59,naples,7,Naples Centrale Train Station,2026-09-24,8,weekday,Maxi,15,5,3.49,read
2026-09-24 07:59,venice,8,City Center | Rialto District,2026-09-24,8,weekday,Small,17,5,2.99,read
2026-09-24 07:59,venice,8,City Center | Rialto District,2026-09-24,8,weekday,Standard,17,5,2.99,read
2026-09-24 07:59,venice,8,City Center | Rialto District,2026-09-24,8,weekday,Maxi,17,5,2.99,read
2026-09-24 07:59,venice,9,Santa Lucia Train Station,2026-09-24,8,weekday,Small,11,2,3.49,read
2026-09-24 07:59,venice,9,Santa Lucia Train Station,2026-09-24,8,weekday,Standard,11,0,2.49,read
2026-09-24 07:59,venice,9,Santa Lucia Train Station,2026-09-24,8,weekday,Maxi,11,2,3.49,read
2026-09-24 07:59,catania,10,Via Etnea | Bellini Theater,2026-09-24,8,weekday,Small,9,5,2.99,read
2026-09-24 07:59,catania,10,Via Etnea | Bellini Theater,2026-09-24,8,weekday,Standard,14,5,2.49,read
2026-09-24 07:59,catania,10,Via Etnea | Bellini Theater,2026-09-24,8,weekday,Maxi,9,5,2.99,read
2026-09-24 07:59,pisa,13,City Center | Pisa Station,2026-09-24,8,weekday,Small,11,3,3.49,read
2026-09-24 07:59,pisa,13,City Center | Pisa Station,2026-09-24,8,weekday,Standard,10,5,2.49,read
2026-09-24 07:59,pisa,13,City Center | Pisa Station,2026-09-24,8,weekday,Maxi,11,3,3.49,read
2026-09-24 07:59,verona,14,Verona Arena,2026-09-24,8,weekday,Small,14,5,3.49,read
2026-09-24 07:59,verona,14,Verona Arena,2026-09-24,8,weekday,Standard,12,5,2.49,read
2026-09-24 07:59,verona,14,Verona Arena,2026-09-24,8,weekday,Maxi,14,5,3.49,read
2026-09-24 07:59,turin,17,Turin Porta Nuova Train Station,2026-09-24,8,weekday,Small,13,5,3.49,read
2026-09-24 07:59,turin,17,Turin Porta Nuova Train Station,2026-09-24,8,weekday,Standard,11,5,2.49,read
2026-09-24 07:59,turin,17,Turin Porta Nuova Train Station,2026-09-24,8,weekday,Maxi,13,5,3.49,read
2026-09-24 07:59,bari,18,Bari Centrale Train Station,2026-09-24,8,weekday,Small,12,5,1.49,read
2026-09-24 07:59,bari,18,Bari Centrale Train Station,2026-09-24,8,weekday,Standard,19,5,2.49,read
2026-09-24 07:59,bari,18,Bari Centrale Train Station,2026-09-24,8,weekday,Maxi,17,5,3.49,read
2026-09-24 07:59,rome,21,Colosseum,2026-09-24,8,weekday,Small,20,5,3.49,read
2026-09-24 07:59,rome,21,Colosseum,2026-09-24,8,weekday,Standard,7,5,2.49,read
2026-09-24 07:59,rome,21,Colosseum,2026-09-24,8,weekday,Maxi,20,5,3.49,read
2026-09-24 07:59,rome,22,Trastevere,2026-09-24,8,weekday,Small,14,5,2.99,read
2026-09-24 07:59,rome,22,Trastevere,2026-09-24,8,weekday,Standard,5,3,2.49,read
2026-09-24 07:59,rome,22,Trastevere,2026-09-24,8,weekday,Maxi,14,5,2.99,read
2026-09-24 07:59,florence,24,Florence SMN Train Station,2026-09-24,8,weekday,Small,16,5,1.49,read
2026-09-24 07:59,florence,24,Florence SMN Train Station,2026-09-24,8,weekday,Standard,28,5,2.49,read
2026-09-24 07:59,florence,24,Florence SMN Train Station,2026-09-24,8,weekday,Maxi,17,5,3.49,read
2026-09-24 07:59,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,8,weekday,Small,8,5,3.49,read
2026-09-24 07:59,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,8,weekday,Standard,10,5,2.49,read
2026-09-24 07:59,genoa,25,Genoa Piazza Principe Train Station,2026-09-24,8,weekday,Maxi,8,5,3.49,read
2026-09-24 07:59,palermo,26,City Center | Massimo Theater,2026-09-24,8,weekday,Small,12,5,2.99,read
2026-09-24 07:59,palermo,26,City Center | Massimo Theater,2026-09-24,8,weekday,Standard,17,5,2.49,read
2026-09-24 07:59,palermo,26,City Center | Massimo Theater,2026-09-24,8,weekday,Maxi,12,5,2.99,read
2026-09-24 07:59,rome,31,Termini Train Station,2026-09-24,8,weekday,Small,11,5,1.49,read
2026-09-24 07:59,rome,31,Termini Train Station,2026-09-24,8,weekday,Standard,18,5,2.49,read
2026-09-24 07:59,rome,31,Termini Train Station,2026-09-24,8,weekday,Maxi,12,5,3.49,read
2026-09-24 07:59,bologna,32,Bologna Centrale Train Station,2026-09-24,8,weekday,Small,18,5,1.49,read
2026-09-24 07:59,bologna,32,Bologna Centrale Train Station,2026-09-24,8,weekday,Standard,30,5,2.49,read
2026-09-24 07:59,bologna,32,Bologna Centrale Train Station,2026-09-24,8,weekday,Maxi,19,5,3.49,read
2026-09-24 07:59,milan,36,Cadorna Train Station,2026-09-24,8,weekday,Small,36,5,1.49,read
2026-09-24 07:59,milan,36,Cadorna Train Station,2026-09-24,8,weekday,Standard,38,5,2.49,read
2026-09-24 07:59,milan,36,Cadorna Train Station,2026-09-24,8,weekday,Maxi,20,5,3.49,read
