name,kind,lat,lng
Campo Ascolano,neighbourhood,41.6534937,12.4289305
Le Bas Lauron,neighbourhood,43.6672275,7.0087945
Villaggio Azzurro,neighbourhood,41.678814,12.4494185
Martin Pescatore,neighbourhood,41.6318761,12.4767076
Zingarini,neighbourhood,41.6414785,12.438475
Torvaianica Alta,neighbourhood,41.6302224,12.4994801
Campo Jemini,neighbourhood,41.6275371,12.5115719
Croce Malloni,neighbourhood,40.7475906,14.6838168
Camerelle,neighbourhood,40.7336605,14.6847821
Taverne,neighbourhood,40.7455216,14.6769234
Casali,suburb,40.7656665,14.6746927
San Potito,neighbourhood,40.7632316,14.6804505
Lora,suburb,45.7973281,9.1077415
Trecallo,suburb,45.7746123,9.1037124
Sottomarina,suburb,45.2148983,12.2938879
Plavž,neighbourhood,46.4440407,14.0381212
Grancabella,neighbourhood,38.270536,15.4867007
Zona Industriale Torbole Casaglia,neighbourhood,45.5176384,10.1247238
Salsa,quarter,45.9853078,12.2969677
Murova,neighbourhood,46.4411781,14.0442554
Kalat,neighbourhood,44.7103338,18.8915206
Collesecco,neighbourhood,42.8774834,12.5164399
Rosata,neighbourhood,44.4480107,9.012281
San Siro,neighbourhood,44.453922,9.0042066
Fondo Iozza,neighbourhood,37.0782337,14.2285616
Scavone,neighbourhood,37.0748938,14.221061
Locarno Monti,suburb,46.1731417,8.7887939
Solaria,neighbourhood,46.8024505,9.8438145
Cassina de' Gatti,suburb,45.5261126,9.2522155
Ortolfi,neighbourhood,46.7409963,9.7751245
Struževo,suburb,46.2502639,14.3398061
Zlato polje,suburb,46.2495723,14.3464084
Gorenje,suburb,46.2543573,14.3768457
Primskovo,suburb,46.2475995,14.3727178
Huje,suburb,46.2424418,14.3613533
Stražišče,suburb,46.2331502,14.3403701
Orehek,suburb,46.2240072,14.359965
Čirče,suburb,46.2256606,14.3708832
Drulovka,suburb,46.2186504,14.3737198
Stari grad,quarter,45.0471016,16.3747498
Caprag,quarter,45.0487312,16.3818652
Čengić Vila II,suburb,43.8477057,18.3707873
Čengić Vila I,suburb,43.8508596,18.3694409
Chiusure,suburb,45.5539215,10.1853609
Villaggio Badia,suburb,45.550132,10.1620835
San Rocco,neighbourhood,46.4189616,12.3354854
Molara,quarter,40.7153097,13.9340238
I Tozzini,neighbourhood,44.0574233,11.124183
B-faza,neighbourhood,43.841883,18.3451684
Faza C,neighbourhood,43.8427414,18.3514666
Faza A,neighbourhood,43.8452257,18.3476376
Mojmilo,quarter,43.8381724,18.346157
Bottyánhegy,suburb,46.35591,18.6981981
Parászta,suburb,46.3640594,18.6967109
Újváros,suburb,46.3593965,18.7062548
Limone,suburb,45.5745375,10.4550721
Ronchi,neighbourhood,45.9081517,10.0291848
Colleverde,suburb,43.29623,13.4260981
Santa Croce,suburb,43.2985947,13.4342949
Corona,neighbourhood,45.6287402,10.5019811
Poppino,neighbourhood,46.0155751,8.7629142
Saint-Clair,neighbourhood,45.4562534,6.1052352
Saint-Maurice,neighbourhood,45.4644337,6.1139231
Buracco,neighbourhood,45.4502935,7.7832547
Regione Canale,neighbourhood,45.4472903,7.7823987
Regione Cornesco,neighbourhood,45.4483538,7.7820769
Regione Raghetto,neighbourhood,45.4490032,7.7831836
La Garonne,suburb,43.0911731,6.0258425
Le Bau Rouge,suburb,43.0802502,6.0367108
Le Canebas,neighbourhood,43.0831809,6.0519779
Ponticelli,neighbourhood,44.9581911,7.7889847
Canal del Ferro di Sopra,neighbourhood,46.1605119,13.3590307
Canal del Ferro di Sotto,neighbourhood,46.1588236,13.356594
Le Pin de Galle,suburb,43.1058292,6.0095661
Zona Produttiva Chiesanuova,neighbourhood,43.9031113,12.4114817
Unterdorf,quarter,47.2582803,8.2344954
La Villette,neighbourhood,44.9278071,6.6118502
La Capte,suburb,43.0637956,6.1496587
Marina Aurisina / Marina Nabrežina,neighbourhood,45.7532677,13.650698
Rebecco,neighbourhood,45.7590723,10.2454317
Richiedei,neighbourhood,45.7623623,10.252158
Sveti Kuzam,suburb,45.3129649,14.5236732
Poggio San Michele,neighbourhood,40.6374031,15.754768
Zona industriale di Prevalle,neighbourhood,45.5563494,10.4196455
Campocatino,neighbourhood,41.8346436,13.3392498
Varoš,neighbourhood,44.7573661,14.7595435
Colleatterrato basso,suburb,42.6777307,13.7375932
Zupančičeva jama,neighbourhood,46.0621781,14.5148998
Santa Croce,quarter,44.9021118,10.5364814
Pachatz,neighbourhood,46.885152,14.8168958
Kaldanac,neighbourhood,44.7545308,14.7620294
Laita,neighbourhood,46.1286547,11.2505242
Le Chantel,neighbourhood,45.6564495,6.7874792
Weidpark,quarter,47.1684922,8.2954855
Šukeri,neighbourhood,43.8841942,16.7610445
Majići,neighbourhood,43.8840818,16.7603003
Papići,neighbourhood,43.8836564,16.764384
San Lorenzo,suburb,44.8657303,9.8978443
Sottoselva,neighbourhood,46.0632803,12.9886376
Podastrana,neighbourhood,43.8883304,16.7221632
Castello,neighbourhood,38.231299,15.4358251
Vernex,neighbourhood,46.4383039,6.9065367
La Gare d'Eau,neighbourhood,47.2313411,6.0205229
Baraccola Ovest,quarter,43.5693881,13.5060094
Doboj,suburb,44.1141251,18.1176022
Les Udrezants,neighbourhood,46.1812847,6.7168504
La Muraille,neighbourhood,46.184897,6.6989423
La Crusaz,neighbourhood,46.1807341,6.7050307
Carrozzone,neighbourhood,44.7106953,10.6104381
Bainsizza,neighbourhood,44.702533,10.6159212
Cappuccini,neighbourhood,38.205811,15.5488209
San Leonardo,neighbourhood,38.2055719,15.5438313
Vadino,neighbourhood,44.0410863,8.2138899
Scorcola,suburb,45.6593682,13.779368
Terstenico / Trstenik,suburb,45.6763922,13.7656546
Bovedo,suburb,45.6800823,13.7625361
Cima i Pra,neighbourhood,46.1953013,12.2871553
Fornače / Fornace,quarter,45.5195553,13.5683221
Mogoron,neighbourhood,45.5236266,13.5682839
Moštra / Mostra,quarter,45.5220337,13.5710323
Beli Križ / Croce Bianca,quarter,45.5200004,13.5800467
Fizine / Fisine,quarter,45.5167835,13.5863294
Šalet / Saletto,neighbourhood,45.5293328,13.6428865
Pregavor / Pregaor,neighbourhood,45.5289826,13.6666681
Villa,neighbourhood,46.0750395,9.3083637
Barche,neighbourhood,45.5470504,11.5499881
Santa Caterina,neighbourhood,45.5424471,11.5502234
Staro mesto,neighbourhood,45.8899503,13.6036793
Krgišče,neighbourhood,45.8885108,13.6131555
Pod otokom,neighbourhood,45.8927058,13.6151431
Bolničko naselje,quarter,45.0988752,13.6387249
Meschio,neighbourhood,45.9818968,12.3052821
Quartiere Montesanto,neighbourhood,45.5406851,11.6184535
Posatori,neighbourhood,42.4740607,12.6176624
Karmelo,quarter,45.0867706,13.6453002
La Croix (Lutry),suburb,46.5163512,6.7025513
Mulini,neighbourhood,45.7227619,8.6495857
Chiosino,neighbourhood,45.3085116,9.4827341
Gatta,neighbourhood,45.3044378,9.5092281
San Gualtero,neighbourhood,45.3205074,9.4782983
Torretta,quarter,45.3206012,9.4826974
Campo di Marte,neighbourhood,45.3269426,9.5148595
Sant'Eusanio,quarter,41.5303527,14.1517155
La Tuillière,neighbourhood,46.3354579,6.4018258
Résidence de Songy,neighbourhood,46.3398799,6.3909974
Résidence des Buis,neighbourhood,46.3395988,6.3856064
Résidence du Vernay,neighbourhood,46.3431348,6.3686975
Sciuino,neighbourhood,45.729283,8.649942
Stallazzo,neighbourhood,45.7306477,8.6364206
Maddalena,suburb,44.4103666,8.9320122
La Pietrara,quarter,41.9918355,12.7165679
Cavicchiolo,neighbourhood,44.4549169,10.4592992
Magonfia,neighbourhood,44.4512929,10.4558362
Cascina Folla,neighbourhood,45.6155001,9.2973553
San Michele Extra,suburb,45.4337552,11.0434544
Cité 20 août 1956,neighbourhood,35.5559498,6.1723125
Fuscaldo Marina,suburb,39.4134777,16.0120178
Bányatelep,neighbourhood,47.13064,17.630749
Klen,suburb,44.9683916,15.9475862
Gečeti,suburb,44.9749761,15.9441491
Žegar,suburb,44.9713638,15.9419212
Slatina,suburb,44.9597315,15.908332
Seferagići,suburb,44.9718116,15.9114834
Klisa,suburb,44.9661264,15.9314225
Puškari,suburb,44.9625448,15.9261514
Jošani,suburb,44.9527972,15.9414139
Gnjilavac,suburb,44.9596691,15.9565505
Mala Lisa,suburb,44.9669928,15.9123949
Osmanagići,suburb,44.9708168,15.9207863
Stainzfeld,neighbourhood,46.8897238,15.2557531
Piscimari,neighbourhood,41.0218327,14.6190341
Taccu,neighbourhood,39.7242471,9.2238622
Quartiere Mast'Aniello,neighbourhood,40.7950029,13.4311999
Piovega,neighbourhood,46.2719598,13.1308895
Escamare,neighbourhood,41.4721147,14.8386961
Cacciamurata,neighbourhood,41.4949625,14.8330235
Colle Laghetto,suburb,41.9688326,12.6509751
Sabatella,neighbourhood,41.4805602,14.8361439
Maddalene Vecchie,neighbourhood,45.5697037,11.4989868
San Felice,quarter,45.5444128,11.5324054
San Giuseppe,quarter,45.5451455,11.5252584
Monte Berico,quarter,45.5352456,11.5452906
Borgo Berga,quarter,45.5398377,11.5549825
San Paolo,quarter,45.5580668,11.5358687
Sous la Ville,neighbourhood,46.0813763,6.7351672
Vers le Pont,neighbourhood,46.0834563,6.735028
Castello,neighbourhood,45.0753823,11.0216769
Kozmapuszta,neighbourhood,46.3699931,17.4262699
Zahum,neighbourhood,46.1647969,15.2400805
Colle Raio,neighbourhood,41.4783523,14.8276149
Peschete,neighbourhood,41.4832663,14.8256538
Nova vas,suburb,46.2080944,15.4111579
Riccia,neighbourhood,41.4784184,14.8288769
Riccia,neighbourhood,41.4891197,14.8350683
Margi,neighbourhood,38.2641733,15.6331722
Riccia,neighbourhood,41.4812357,14.8358749
Villette,neighbourhood,46.9468986,7.4305433
Coloracle,neighbourhood,46.1379329,7.1356165
Eggli,neighbourhood,47.291778,9.1733641
Matt,neighbourhood,47.2955383,9.1640328
Oberdorf,neighbourhood,47.2958536,9.1750166
Le Brésil,neighbourhood,46.1372319,7.1408656
Gemoch,neighbourhood,47.1201663,11.3203025
Außerrain,neighbourhood,47.1227739,11.3253712
Schmieden,neighbourhood,47.1155767,11.3296427
Herrengasse,neighbourhood,47.1193259,11.3327527
Obergasse,neighbourhood,47.113031,11.3236056
Neu-Rum,suburb,47.276365,11.4496393
Peerhofsiedlung,neighbourhood,47.2689613,11.3455133
Cacciafumo,neighbourhood,41.4562045,14.8104513
Scheibe,neighbourhood,47.1087526,11.3007578
Crépet,neighbourhood,46.1754166,6.7113787
Ca'Poltronieri,neighbourhood,45.0646001,11.2660274
Kišmetovići,neighbourhood,45.0069424,16.0232496
La Fratta,neighbourhood,44.2608927,11.3265998
Sonnental,neighbourhood,47.2467702,8.7095175
Peterswinkel,neighbourhood,47.1972702,8.860192
Crocelle,neighbourhood,41.4804566,14.8272196
Letz,neighbourhood,47.1017501,9.0651988
Pesco della carta,neighbourhood,41.4671266,14.859583
Ciammetta,neighbourhood,41.462452,14.8191614
Colle della Macchia,neighbourhood,41.4751072,14.827922
Piano della Mella,neighbourhood,41.4576058,14.8077274
Riosecco,neighbourhood,41.4964819,14.8266293
Vallescura,neighbourhood,41.4769364,14.8137065
Acciarelli,neighbourhood,41.5027834,14.8519806
Capoiaccio,neighbourhood,41.4786966,14.8646803
Fontecupa,neighbourhood,41.4432888,14.8630244
Guado della Rena,neighbourhood,41.4557668,14.8163811
Lauri,neighbourhood,41.5193524,14.8468962
Montagna,neighbourhood,41.486364,14.8476023
Serrola,neighbourhood,41.4497354,14.8483788
Scaraiazzo,neighbourhood,41.4431424,14.8367966
Colle Raio,neighbourhood,41.4737637,14.822547
Ortovecchio,neighbourhood,41.4638409,14.8473422
Pantanello,neighbourhood,41.4706855,14.819814
Vignalitto,neighbourhood,41.4706144,14.8244408
Quaglialatte,neighbourhood,41.5148909,14.8718547
Biberzelten,neighbourhood,47.1960163,8.8589986
Oberdorf,neighbourhood,47.1895866,8.8544638
Gugelberg,neighbourhood,47.1956647,8.8624733
San Martino,suburb,43.7130588,10.4044808
Don Bosco,suburb,43.7194008,10.4142611
Gazzera,suburb,45.4948705,12.21826
Rositello,suburb,38.981291,17.0107277
Vicenna,neighbourhood,41.4901239,14.8307224
Stumio,suburb,38.9266477,17.1032239
Porta a Piagge,suburb,43.7094369,10.4126395
Quartiere 167,neighbourhood,41.2321126,16.5144829
Petriolo,neighbourhood,43.7952626,11.1927845
Sorgane,neighbourhood,43.7526468,11.3050423
Varlungo,neighbourhood,43.7669314,11.3004707
Trata,suburb,45.6487794,14.8623158
Rudnik,suburb,45.6441987,14.8727531
La Croisée,neighbourhood,46.3859281,6.9197451
La Vettola,suburb,43.6908764,10.3671656
Sant'Antonio,quarter,46.3136171,10.0612656
Monte San Salvatore,suburb,42.0303101,12.6404038
Casali,suburb,42.0242202,12.647184
Immaginella,suburb,42.0277808,12.649877
La Fontina,neighbourhood,43.7270469,10.4193324
Centro,neighbourhood,45.5694584,8.1795352
Brovès-en-Seillans,neighbourhood,43.58842,6.6406743
La Ferme de l'Etat,neighbourhood,46.2075324,7.2852223
Grand Botsa,neighbourhood,46.2045841,7.2759992
Grand Gravier,neighbourhood,46.20277,7.2750121
Les Iles d'Ardon,neighbourhood,46.1983649,7.2693053
Bey à l'Ane,neighbourhood,46.1950525,7.2636725
Les Iles de Chamoson,neighbourhood,46.1898773,7.2511559
Portions Grand-Île,neighbourhood,46.2057877,7.2984724
Les Fougères,neighbourhood,46.2104039,7.3054444
Les Poujes,neighbourhood,46.2161619,7.2977471
Bollaire,neighbourhood,46.2172743,7.2588336
Bresse,neighbourhood,46.2180861,7.2854471
Les Sâles,neighbourhood,46.2241029,7.2882872
Balavaud,neighbourhood,46.2161242,7.259976
Magnot,neighbourhood,46.2194884,7.2650684
Gru,neighbourhood,46.20318,7.2393566
Rougin,neighbourhood,46.1978403,7.2394607
Grand Champsec,neighbourhood,46.2327569,7.3880711
Petit Champsec,neighbourhood,46.2257402,7.3819004
Gajum,neighbourhood,45.848708,9.2870447
Ischia,quarter,42.9643891,13.8751713
Villaggio Miano,neighbourhood,37.0853948,15.2524511
Mühle,neighbourhood,47.2810258,7.5438456
I Felciai,neighbourhood,43.9961503,11.1065626
Il Masseto,neighbourhood,43.9954461,11.103125
I Montini,neighbourhood,43.9927825,11.0998423
La Vergine,neighbourhood,43.9902295,11.0979094
Grabrovec,quarter,46.0396286,15.9107525
Sant'Antonino Ticino,suburb,45.5867414,8.758663
Contrada Barbari,neighbourhood,45.6279062,11.3670946
Fuorigrotta,suburb,40.8283522,14.1964
Galliano,neighbourhood,45.8200648,9.2607236
Corneno,neighbourhood,45.8179605,9.2624524
Casa Ciliegia,neighbourhood,44.0669587,11.0458744
Tor Lupara,quarter,42.000349,12.6204093
Valle dei Corsi,quarter,41.995158,12.6111891
La Palazzina,neighbourhood,40.8343064,9.388236
Marotta Inferiore,neighbourhood,38.2527268,15.5690868
Lohbachsiedlung,neighbourhood,47.2647763,11.3520868
Mariahilf,suburb,47.2680815,11.3874148
Sankt Nikolaus,suburb,47.2717101,11.3921472
Buonopane,quarter,40.7152895,13.9114142
Pilastri,quarter,40.7210532,13.94161
Csámpa,neighbourhood,46.5666065,18.827711
Moncone,neighbourhood,45.6538444,8.7768151
Rütschi,neighbourhood,47.2512261,8.712329
Buechhalden,neighbourhood,47.2501228,8.7134073
Unter Lattenberg,neighbourhood,47.2451958,8.7137613
Platten,neighbourhood,47.2430744,8.7130827
Casaralta,quarter,44.5156759,11.3543169
Loco Nuovo,neighbourhood,45.8921893,8.8730412
Heilig-Jahr-Siedlung,neighbourhood,47.2626405,11.3664332
Gewerbegebiet Mühlau/Arzl,suburb,47.2774572,11.4346184
Tivoli,neighbourhood,47.2598551,11.4064845
Hörtnaglsiedlung,neighbourhood,47.2685654,11.3616903
Borgo S.Antonio,neighbourhood,42.2496822,12.6378112
Bugyberek,neighbourhood,46.6292933,16.5428286
Fenyves Társasüdülő,neighbourhood,46.7176486,17.4924196
Beslia,suburb,46.6031806,17.6435075
Selvastrelli,neighbourhood,41.4843931,14.8578005
Japića Brdo,suburb,44.9666178,15.9581356
Breg,neighbourhood,45.8961614,13.6069792
Piandosse,neighbourhood,44.5089609,8.8672815
Albisola Capo,suburb,44.3300864,8.5158377
Barescione,neighbourhood,44.125666,8.200718
Borgo,neighbourhood,44.2354192,8.1146082
Piano,neighbourhood,44.2333342,8.1193484
Borgo Castello,neighbourhood,44.1321705,8.2563509
Šepići,suburb,44.9584002,15.9317793
San Nicola,neighbourhood,40.7096538,14.5482316
Orsano,neighbourhood,40.7047035,14.5512845
Fuscoli,neighbourhood,40.7035201,14.5392226
Depugliano,neighbourhood,40.7053461,14.5329194
San Lorenzo,neighbourhood,40.7009945,14.5464498
Saletta,neighbourhood,40.7081394,14.5215149
Aurano,neighbourhood,40.6824644,14.5366262
Caprile,neighbourhood,40.687217,14.5323467
Juvani,neighbourhood,40.6786226,14.5306341
Doccia,neighbourhood,43.8386848,11.2139929
Mili Moleti,neighbourhood,38.1139224,15.5125603
Maggino,neighbourhood,46.0519869,9.2323908
Villa,neighbourhood,46.0545062,9.2343542
Poggio dell'Asino,suburb,41.9949073,12.0891091
Vigna della Casa,suburb,41.998766,12.0899347
Pestine,neighbourhood,44.6620623,14.3921692
Podgora,neighbourhood,44.6549675,14.3904895
Petraro,neighbourhood,40.715115,14.5031146
Piano del Fregneto,suburb,41.9871436,12.0759066
Fontana Ficona,suburb,41.9895679,12.0835037
Morgia delle Tane,neighbourhood,41.5124359,14.6469455
Cerreta,neighbourhood,41.6634296,14.1012436
Cupone,neighbourhood,41.6690914,14.1100275
Foci,neighbourhood,41.6765705,14.1012259
San Giovanni,neighbourhood,41.6715833,14.1143993
San Vittorino,neighbourhood,41.666853,14.1037197
Piano del Candeliere,suburb,41.9818333,12.0695172
Rüfenacht BE,suburb,46.9303183,7.5338642
Klupe,suburb,44.9607606,15.9346857
Neubruch,neighbourhood,46.6680113,14.6401151
Quarazze - Gratsch,quarter,46.6855925,11.1435534
Ritzing,neighbourhood,46.6578785,14.626915
St. Ruprecht,neighbourhood,46.6639474,14.6243981
Central Parc,neighbourhood,44.8973817,6.6329424
Résidence Le Jas de Farret,neighbourhood,43.3932756,6.3358083
Montagnone,neighbourhood,45.6486559,10.2780743
Sonico,neighbourhood,45.6531729,10.2777117
Le Villard,neighbourhood,46.2085996,7.4012522
Champlong,neighbourhood,46.2184125,7.4017695
Le Château,neighbourhood,46.2040696,7.4081462
Le Saut du Chien,neighbourhood,46.2185015,7.4070573
St-Jean d'en Haut,neighbourhood,46.1979095,7.5831334
Les Effinecs,neighbourhood,46.1965126,7.5925934
Sant'Eraclio,suburb,42.9336724,12.7228136
Lotissement Pato-Mayo,neighbourhood,43.6168679,6.9179542
Le Prilett,neighbourhood,46.2180345,7.612243
Les Rotzecs,neighbourhood,46.2171131,7.5886462
Les Fénis,neighbourhood,46.2210099,7.6111661
Busache 'e Josso,neighbourhood,40.0344138,8.8908196
Busache 'e Susu,neighbourhood,40.0341108,8.8980491
Campu Majore,neighbourhood,40.0307946,8.8966645
Gentrino,suburb,45.8456924,9.0655013
Piazza Santo Stefano,suburb,45.8412767,9.0672509
Asuai,neighbourhood,40.0047688,9.2206715
Issiria,neighbourhood,40.0143794,9.2310854
Ovolaccio,neighbourhood,40.0084499,9.2260333
Graffinel,neighbourhood,44.5423115,6.0618007
Arasulè,neighbourhood,40.0265708,9.1744274
Su Pranu,neighbourhood,40.0224085,9.1686181
Toneri,neighbourhood,40.0224914,9.1739504
Pegazzano,quarter,44.1050558,9.8031234
Les Collines du Capitou,neighbourhood,43.4912168,6.7280778
Le Prâly,neighbourhood,46.2412365,7.2806526
Liddes,neighbourhood,46.2904813,7.5240736
Barje,neighbourhood,45.9525795,13.6564929
Ravouire,neighbourhood,46.3014944,7.5460586
Glarey,neighbourhood,46.2978567,7.5435315
Rionda,neighbourhood,46.3002713,7.5361797
Thalmatt,quarter,46.9754932,7.4104626
Hostalen,neighbourhood,46.9805404,7.4235333
Piane di Vaccina,suburb,41.9672272,12.0784162
Cuccuru 'e Portu,neighbourhood,39.8874673,8.6046415
Cielo Alto,neighbourhood,45.1834909,8.9961597
Nečven,quarter,43.974243,16.0317447
Donji Čitluk,quarter,43.969374,16.0617684
Gornji Čitluk,quarter,43.9750256,16.0690127
Bogatić Gornji,quarter,43.9556979,16.0171897
Saint-André-de-Tallano,neighbourhood,41.6993998,9.0667479
Préjeux,neighbourhood,46.2388849,7.3953838
Jardins d'Olympie,neighbourhood,43.7780373,7.4723924
Oberwangen,suburb,46.9129867,7.3602385
Agnano,neighbourhood,40.8326517,14.1642657
Capocavallo Alto,neighbourhood,43.1577135,12.3221438
حارة الواد ⵃⴰⵢⵢ ⵍⵡⴰⴷ,suburb,35.2959408,7.3614572
Lauibach,neighbourhood,46.9003302,8.2906663
Burgflüeli,neighbourhood,46.8988138,8.2842029
Grütli,neighbourhood,46.8999066,8.2878144
Büntli,neighbourhood,46.8845071,8.2728713
Hostett Feld,neighbourhood,46.8859939,8.2735848
Kohlstatt,neighbourhood,47.1914013,11.8562669
Fontaine,neighbourhood,45.7574983,7.7296952
La Pilaz,neighbourhood,45.7592969,7.7341355
Blumenberg,neighbourhood,47.255164,8.7935371
Büelhof,neighbourhood,47.2596179,8.7969271
Lochrüti,neighbourhood,47.2588203,8.7995965
Neuguet,neighbourhood,47.2588452,8.8069426
Oberwolfhausen,neighbourhood,47.2591158,8.7929383
Bányásztelep,suburb,47.1036965,17.5429791
Kórházdomb,suburb,47.115628,17.5664077
Les Meuniers,neighbourhood,46.1823673,6.7263807
Zelena jama,neighbourhood,46.0620762,14.5300866
Città Giardino,quarter,39.901867,8.5832215
Cualbu,quarter,39.9125316,8.5853624
Palazzi Saia,quarter,39.901015,8.5903035
Sa Rodia,quarter,39.9059138,8.583309
Sacro Cuore,quarter,39.8964959,8.6002022
San Nicola,quarter,39.8954762,8.5925706
San Paolo,quarter,39.90997,8.5950674
Toràngius,quarter,39.9112886,8.597673
Pereg,suburb,47.1745547,18.9979322
Les Puisses,neighbourhood,46.1678061,7.3879676
Bodifaye,neighbourhood,46.1768906,7.3939335
La Crêta,neighbourhood,46.1784231,7.3994253
Les Grangettes,neighbourhood,46.1811006,7.4120468
Vermala,neighbourhood,46.3181446,7.4892897
Clairmont,neighbourhood,46.3171963,7.4938711
Orzière,neighbourhood,46.3138746,7.4955627
La Comba,neighbourhood,46.3148158,7.4973651
Pradouvan,neighbourhood,46.3140747,7.4991461
Zaumiau,neighbourhood,46.3212632,7.4972439
Les Barzettes,neighbourhood,46.3236284,7.5028215
Bluche,neighbourhood,46.3092429,7.4961824
Crettelles,neighbourhood,46.311819,7.5084764
Nayes,neighbourhood,46.3077981,7.5109624
Saint-Maurice-de-Laques,neighbourhood,46.3110489,7.5206031
Meiche,neighbourhood,46.310617,7.5148242
Conzor,neighbourhood,46.3138716,7.5267876
Brentana,neighbourhood,45.7082668,10.1815589
Muraz,neighbourhood,46.2974892,7.5302981
Villa,neighbourhood,46.2939894,7.522897
Géronde,neighbourhood,46.285965,7.544882
Muzot,neighbourhood,46.3065664,7.5432492
Giacomolo,neighbourhood,45.8495615,7.9387196
Reale Superiore,neighbourhood,45.8509611,7.9361745
Bonda,neighbourhood,45.8537907,7.9351093
Decco,neighbourhood,45.8530562,7.9339755
Pedelegno,neighbourhood,45.8525758,7.9378411
Porazzo,neighbourhood,45.8554115,7.9367902
Reale Inferiore,neighbourhood,45.8508289,7.9373358
Stiz,neighbourhood,45.8549271,7.9338706
Casa Prati,neighbourhood,45.8564824,7.9357206
Musocco,suburb,45.5093132,9.1319408
Grčna,neighbourhood,45.9525802,13.6504324
Villa Rocche,neighbourhood,44.2626145,9.4197992
Le Celle,neighbourhood,43.4300939,11.4026498
Monteluco di Lecchi,neighbourhood,43.4301588,11.3987009
Tretto,suburb,45.7500344,11.3462139
Szent István Lakópark,neighbourhood,47.207594,16.6554703
Pastina,suburb,39.7608836,15.8501373
Quartiere Maghetti,neighbourhood,46.0052965,8.9539587
Cipresso,suburb,43.0656918,12.5123337
Noceto,neighbourhood,44.1281546,10.3714369
Sola,suburb,45.4831993,9.7247751
Ai Chiossi,neighbourhood,46.219005,9.0313659
Ricciadino,neighbourhood,46.217021,9.0338877
Borgo Pompilio,suburb,45.1477298,10.7698768
Fabiano Basso,quarter,44.0962983,9.8112847
I lecci,suburb,43.8700081,11.1186642
Borzina,suburb,45.5969996,10.4345193
Újvárosi lakótelep,neighbourhood,46.1823331,18.9401579
Szecska,suburb,46.3068322,18.5180369
Cimalloco,neighbourhood,46.1752787,8.9425738
Malacarne,neighbourhood,46.1761856,8.9309077
Balsamo,suburb,45.5518781,9.2221184
Carbé,neighbourhood,45.9277461,9.3151319
Zeno,neighbourhood,45.9276959,9.3211929
Città Nuova,neighbourhood,40.3247051,9.3031418
Furreddu,neighbourhood,40.3132723,9.3076635
Istiritta,neighbourhood,40.3168707,9.3246566
Monte Gurtei,neighbourhood,40.3189369,9.3142681
Preda Istrada,neighbourhood,40.3286427,9.3323117
Santu Predu/San Pietro,neighbourhood,40.3249432,9.3368405
Seuna,neighbourhood,40.3199773,9.3307191
Ugolio - Biscollai,neighbourhood,40.3271022,9.3159628
Kőhegy,suburb,46.8699939,17.9331033
Rio Maggiore,neighbourhood,46.2171695,12.789996
Contrada Sella,neighbourhood,45.6616517,11.3564171
Russoledo,neighbourhood,46.1795072,12.7197847
Fratta,neighbourhood,46.1775854,12.7233467
La Ranche,neighbourhood,46.2005386,6.6966399
Bányatelep,suburb,47.2361938,17.1340774
Kodály Zoltán lakótelep,suburb,47.2518243,17.1554063
Pórdömölk,suburb,47.2549265,17.1399997
Újtelep,suburb,47.2334692,17.1384119
Ipari- és logisztikai park,suburb,47.2484597,17.1540116
Mikes-lakótelep,suburb,47.2513973,17.1494306
Vallard,quarter,46.1859095,6.2041728
Romagny,quarter,46.1971409,6.2486919
ZA du Mont-Blanc,neighbourhood,46.1963483,6.2630577
Cointrin,suburb,46.2276222,6.1034841
Borgo Marina,neighbourhood,43.8768565,8.0193033
Purga Lepoglavska,suburb,46.2132316,16.0256769
Serte,neighbourhood,46.1731166,8.9196936
Déli Ipari Park,suburb,47.187115,18.4502505
Massarescio,neighbourhood,46.1752072,8.9267978
Basmetto,quarter,45.4142622,9.1653122
Quartiere Sant'Ambrogio - II,quarter,45.4301874,9.1542684
Lambrate,suburb,45.4824346,9.2410536
Vigonovo,neighbourhood,45.7159733,12.4729757
Certosa,quarter,45.5024067,9.1287328
Boldinasco,quarter,45.4936419,9.1360126
Val d'Arve,neighbourhood,46.1816319,6.151583
Mannelli,suburb,39.0820988,16.3698725
Colla,suburb,39.0701896,16.3976046
Szedreskerti lakópark,neighbourhood,47.2567886,18.3529215
San Sebastiano,suburb,44.4396018,8.9612815
Berloco,neighbourhood,40.6851625,16.4839276
La Muraz,neighbourhood,46.2346488,7.3335859
Diolly,neighbourhood,46.2388525,7.344252
Ormône,neighbourhood,46.2410757,7.3447929
Rimiez,suburb,43.7287083,7.2757488
Csebere,suburb,47.0619209,18.0288397
Castegnate,suburb,45.6114051,8.9047446
San Luca,quarter,37.4770165,14.0514738
Radmannsdorf,suburb,47.2194574,15.6315882
Borgo Odescalchi,suburb,42.0824743,11.8035756
San Gordiano,suburb,42.0745741,11.8144447
Punta del Pecoraro,suburb,42.0730984,11.8067693
Boccelle,suburb,42.0645327,11.8195456
Arbin,neighbourhood,46.177918,7.2413799
Les Epeneys,neighbourhood,46.1793086,7.2371843
Les Courtenaux,neighbourhood,46.1733087,7.2321478
Rione Benepadru,neighbourhood,40.1723438,8.925042
Rione Corrupare,neighbourhood,40.1738522,8.9157384
Rione Muntonarzu,neighbourhood,40.1756096,8.9204736
