name,kind,lat,lng
Monte-Carlo,suburb,43.7402961,7.426559
Randens,quarter,45.5452732,6.308202
Davos Dorf,suburb,46.8065596,9.8381801
Annecy-le-Vieux,suburb,45.9191358,6.1420652
Seynod,suburb,45.8880398,6.0992785
Cran-Gevrier,suburb,45.9079102,6.106538
Meythet,suburb,45.9156416,6.0920278
Aigueblanche,quarter,45.5016887,6.5083788
Pringy,suburb,45.9465361,6.1221356
Prévessin-Moëns,neighbourhood,46.257389,6.0873747
Toponár,suburb,46.3935614,17.8347968
San Pio X,suburb,45.0742162,11.7725444
Vič,suburb,46.0415021,14.4772445
Šiška,suburb,46.0737204,14.485868
Dravlje,suburb,46.0811396,14.4752006
Bežigrad,suburb,46.068061,14.5098859
Moste,suburb,46.0567523,14.5467033
Carpenedo,suburb,45.5046692,12.250759
Hötting,suburb,47.2703069,11.3831353
Hungerburg,suburb,47.2854943,11.3964396
Allerheiligen,neighbourhood,47.2695722,11.3535265
Tassina,suburb,45.0624767,11.7835685
Commenda,suburb,45.0780695,11.7871357
Commenda Est,suburb,45.080402,11.8004309
San Bortolo,suburb,45.0650659,11.79839
Matte,quarter,46.9471596,7.4567317
Marzili,quarter,46.943578,7.4428527
Dalmazi,quarter,46.9407769,7.4458571
Wabern,suburb,46.9291293,7.4498328
Monbijou,quarter,46.9438088,7.435025
Liebefeld,suburb,46.9322404,7.4204692
Neufeld,quarter,46.9590316,7.4280975
Lorraine,quarter,46.9600574,7.4451424
Tiefenau,quarter,46.9763047,7.4540038
Worblaufen,suburb,46.9796826,7.4598942
Länggasse,quarter,46.9529599,7.4369536
Bümpliz,quarter,46.9436443,7.3893222
Mattenhof,quarter,46.9441913,7.4259556
Kirchenfeld,quarter,46.9403813,7.4499646
Niederwangen,suburb,46.926025,7.3762112
Wilten,suburb,47.2590472,11.3953024
Saggen,suburb,47.2751555,11.4039577
Altstadt,suburb,47.2681973,11.3927729
Gasel,suburb,46.8996747,7.4034016
Niederscherli,suburb,46.8850228,7.3893334
Flamatt,suburb,46.8894589,7.3110208
Amras,suburb,47.2592357,11.4255469
Pradl,suburb,47.2670177,11.4142426
Breitenrain,quarter,46.9601803,7.4503979
Flims Dorf,neighbourhood,46.8367698,9.2876705
La Ferrière,quarter,45.3199,6.08686
Pinsot,quarter,45.3570757,6.0999506
Bibione Pineda,suburb,45.6325562,13.0038455
Tabor,suburb,46.5443919,15.6423209
Studenci,suburb,46.5541162,15.6218494
Pobrežje,suburb,46.5496928,15.6695008
Borova vas,suburb,46.5440314,15.6206949
Tezno,suburb,46.5333478,15.6703044
Étable,quarter,45.4639,6.14366
Francin,quarter,45.5001389,6.0333465
Hermillon,quarter,45.299115,6.3624976
Le Bois,quarter,45.491117,6.498343
Les Marches,quarter,45.5003,6.00036
Saint-Oyen,quarter,45.5032,6.485
Gewerbegebiet Roßau,suburb,47.2691258,11.4328483
Rapattoni Nuovo,suburb,42.3719729,14.0595387
Villanova,suburb,42.3842378,14.1246901
Mühlau,suburb,47.2847005,11.4101895
Arzl,suburb,47.283434,11.4297668
Igls,suburb,47.2310263,11.4079216
Vill,suburb,47.235373,11.4019568
Nova vas,suburb,46.5389346,15.6264341
Zgornje Radvanje,suburb,46.5382359,15.6071533
Spodnje Radvanje,suburb,46.5347287,15.6239121
Brezje,suburb,46.5405784,15.6842584
Greenwich,suburb,46.5536476,15.6606997
Melje,suburb,46.5580519,15.6637718
Koroška vrata,suburb,46.5635805,15.627866
Palombaggia,neighbourhood,41.5615822,9.3338278
La Gradelle,neighbourhood,46.2033169,6.1854054
Borgo,quarter,45.8621038,9.0989396
Cinisello,suburb,45.5561818,9.2142147
Bettola,suburb,45.4313504,9.3135848
Ponteggia,quarter,46.3303225,9.4824716
Castello,neighbourhood,45.9492211,8.6652135
Casella d'Asolo,suburb,45.789568,11.9207904
Mason Vicentino,neighbourhood,45.7182611,11.6070566
Tisis,suburb,47.2260967,9.5818484
Tosters,suburb,47.23835,9.5778809
Levis,suburb,47.2501508,9.6115804
Altenstadt,suburb,47.2603451,9.6179152
Gisingen,suburb,47.2588782,9.597038
Nofels,suburb,47.2546761,9.5759927
Vojničko polje,quarter,43.8411129,18.340426
Blažuj,suburb,43.8401451,18.258022
Grbavica,suburb,43.8512613,18.3984371
Butmir,suburb,43.8190637,18.3256681
Vojkovići,suburb,43.7954335,18.3460541
Osjek,suburb,43.8435516,18.277292
Lemezi,suburb,43.8704401,18.317337
Vitkovac,suburb,43.8596393,18.3396992
Boljakov Potok,suburb,43.8562415,18.3478016
Alipašin most,suburb,43.8486024,18.3456776
Buća Potok,suburb,43.8611585,18.3585336
Vreoca,suburb,43.8343861,18.2894414
Otes,suburb,43.8408185,18.2969773
Puštal,suburb,46.1618394,14.3107111
Pekre,suburb,46.5433374,15.5925529
Limbuš,suburb,46.5543241,15.5824567
Vranješ,quarter,43.817619,18.3723485
Madonna degli Angeli,neighbourhood,42.5087287,13.9699344
L-Imrieħel,suburb,35.8877939,14.4697482
Tal-Ħandaq,suburb,35.8701712,14.4691903
Il-Qbajjar,suburb,36.0761164,14.2555954
Donji Kotorac,suburb,43.8177692,18.3378372
Malagny,neighbourhood,46.270023,6.1584792
Kisfalud,neighbourhood,47.2032348,18.4976666
Agárd,suburb,47.1930654,18.6049532
Dinnyés,suburb,47.173237,18.5667944
Sankt Andrä,quarter,46.6498092,13.8956528
Töröcske,suburb,46.3069395,17.7837073
Gyapa,suburb,46.6806593,18.8070018
Palánk,suburb,46.3807331,18.7233522
Mittelhäusern,suburb,46.8761849,7.36711
San Linêrt - St. Leonhard - S. Leonardo,neighbourhood,46.6109301,11.900335
Pedraces - Pedratsches,neighbourhood,46.6094709,11.8936604
Laa,suburb,46.959961,15.4257496
Wetzelsdorf,suburb,47.0497207,15.3941676
Fidaz,neighbourhood,46.8409607,9.3097167
Schadendorf,neighbourhood,46.9842891,15.3182137
Kaindorf an der Sulm,suburb,46.7921853,15.5385761
Feistritz an der Drau-Neusiedlung,neighbourhood,46.6951355,13.6663836
Oberwollanig,neighbourhood,46.6445799,13.8168561
Feistritz,neighbourhood,46.9131666,12.3669806
Goritschach,neighbourhood,46.6126559,13.8085669
Völkendorf,suburb,46.6092098,13.8343673
Tschinowitsch,neighbourhood,46.5908211,13.8581546
Görtschach,neighbourhood,46.9271923,12.4328995
Steinberg-Unterhaus,neighbourhood,46.731475,14.926723
Drautschen,neighbourhood,46.620825,13.9182721
Sankt Martin,suburb,46.6240717,14.2797796
St. Johann,suburb,46.8196,14.856746
Obervellach-West,neighbourhood,46.9346686,13.1973831
Sankt Leonhard,suburb,47.0682874,15.4563438
Spatenhof,neighbourhood,46.9671795,15.3557284
Kohldorf,neighbourhood,46.6247445,14.2727216
Kumitz,neighbourhood,46.6399712,13.8745783
Innerrotte,neighbourhood,46.9178871,12.3391903
Ries,suburb,47.0881129,15.4971798
Warmbad-Judendorf,suburb,46.5896992,13.8237195
Schmirn,neighbourhood,47.0792921,11.5639472
Hörgas,suburb,47.1429663,15.2958978
Sankt Ruprecht bei Villach,quarter,46.6465031,13.8704454
Gratschach,neighbourhood,46.636904,13.8974356
Höf,neighbourhood,47.2879179,12.9454864
Oberassling,neighbourhood,46.7886746,12.6390592
Neumüllnern,neighbourhood,46.567386,13.8430484
Laafeld,suburb,46.6871267,16.0053084
Innere Stadt,suburb,47.0742608,15.4384663
Kleinedling,suburb,46.8096938,14.8319139
Sankt Stefan,suburb,46.8055342,14.8494604
St. Ruprecht,suburb,46.6117578,14.3108782
Oberrotte,neighbourhood,46.9146686,12.3179137
Gams,suburb,47.2781637,15.2831292
St. Leonhard,suburb,46.626846,13.8571001
Ritzing,suburb,46.8485343,14.8422637
Lindl,suburb,46.7184723,14.0976988
Straßgang,suburb,47.0353729,15.4066726
Auen,suburb,46.5920558,13.8449962
Klausen,suburb,47.2741851,12.483848
Rosenegg,neighbourhood,46.612625,14.3597466
Bierbaum,suburb,46.9633126,15.4172639
Unterrotte,neighbourhood,46.9169745,12.3238251
Gschnaidt,quarter,47.1410483,15.1868039
Neulandskron,quarter,46.6272848,13.8692909
Neufellach,suburb,46.6195316,13.8169744
Thörishaus,suburb,46.8927177,7.3507545
Adriach,suburb,47.2668276,15.3072396
Thal-Wilfern,neighbourhood,46.7810623,12.6448784
Sankt Jakob,suburb,46.8412708,14.8323179
Liebenau,suburb,47.0401686,15.4492647
Davos Platz,suburb,46.7933845,9.8206999
March,neighbourhood,47.283156,12.9641135
Vorstadt,neighbourhood,47.2034001,14.2778337
Innere Stadt,suburb,46.6144405,13.8452346
Unterwollanig,neighbourhood,46.6407831,13.8263715
Großvassach,quarter,46.6316532,13.8469317
Eisbach,suburb,47.1319067,15.2869042
Kleinvassach,quarter,46.6364596,13.8549497
Judendorf,quarter,46.5998054,13.823498
Unterassling,neighbourhood,46.7864352,12.6387027
Mariatrost,suburb,47.1016853,15.4800905
Seebach-Wasenboden,suburb,46.6173018,13.8639775
St. Andrä,neighbourhood,47.017444,12.378075
Obere Fellach,suburb,46.6321233,13.815037
Priel,suburb,46.8307717,14.8361111
Sankt Veit,neighbourhood,47.1163916,15.407925
Villacher Vorstadt,suburb,46.6249625,14.2925853
Unterkosten,neighbourhood,46.7823414,12.6088101
Jakomini,suburb,47.0596226,15.4447072
Gritschach,neighbourhood,46.6346286,13.8377358
Rosshäusern,suburb,46.9324061,7.2776096
Eggenberg,suburb,47.0703007,15.3977708
Gagers,neighbourhood,47.1659933,11.354028
Lind,suburb,46.6217767,13.8469959
Rennstein,quarter,46.6335586,13.8320523
Pogöriach,neighbourhood,46.6161946,13.7958086
Buchebrunnen,neighbourhood,47.2846761,9.6783323
Gsaritzen,neighbourhood,46.9281009,12.4241695
Waidach,quarter,46.7460311,12.970249
Gries,suburb,47.0612224,15.42737
Reding,suburb,46.8243819,14.8448997
St. Veiter Vorstadt,suburb,46.6340539,14.29847
Turdanitsch,neighbourhood,46.5869183,13.8633527
Zauchen,quarter,46.6218542,13.9083861
Landskron,suburb,46.6336371,13.8872722
Schwemmtratten,neighbourhood,46.846162,14.8472619
Thal-Römerweg,neighbourhood,46.7858881,12.6785647
Flims Waldhaus,neighbourhood,46.8257165,9.2888007
Waltendorf,suburb,47.0677409,15.4771718
St. Agathen und Perau,suburb,46.6051644,13.8526057
Kapfers,neighbourhood,47.1689121,11.3588688
Kleinedling,neighbourhood,46.80177,14.8333321
St. Ulrich,quarter,46.6097728,13.9134667
Littau,suburb,47.0505274,8.2598581
Lend,suburb,47.0796751,15.4203249
Bruggen,neighbourhood,46.9161736,12.3798163
Klosters Platz,suburb,46.8682882,9.8821599
Laufnitzdorf,suburb,47.2928101,15.3207469
Andritz,suburb,47.1035542,15.422318
Dörfla,suburb,46.7531908,15.3009505
St. Martin,suburb,46.6182397,13.8281677
Außerrotte,neighbourhood,46.9165343,12.3497511
Maria Gail,suburb,46.599612,13.8797358
Göriach,neighbourhood,47.0051593,12.4540115
Cassarate,suburb,46.0072649,8.9703982
St. Magdalen,suburb,46.6167,13.8833333
Untere Fellach,suburb,46.6259557,13.8288231
Leiten,neighbourhood,47.2696732,12.3315735
Muntlix,neighbourhood,47.2822845,9.6595002
Emmenbrücke,suburb,47.077539,8.270942
Geidorf,suburb,47.0846675,15.4428962
Viktringer Vorstadt,suburb,46.6170255,14.3085968
Plöven,neighbourhood,47.1604263,11.3467953
Mekinje,suburb,46.2360533,14.6138391
Oratoio,suburb,43.6935349,10.4455624
Fužine,quarter,46.0491272,14.5634976
Rudnik,suburb,46.0252652,14.534539
Podutik,suburb,46.0730431,14.451123
San Donà,suburb,46.0719528,11.1398616
Cognola,suburb,46.0766303,11.1417281
Predaia,neighbourhood,46.2773399,11.4143844
Atrium,neighbourhood,46.0656822,14.532959
Kaposfüred,suburb,46.4117687,17.7801081
Val-Claret,neighbourhood,45.4563141,6.8999737
Chartreux,neighbourhood,45.4621074,6.9011471
Viktring,suburb,46.5938054,14.2697291
Barona,suburb,45.4373809,9.1546755
Sophia Antipolis,suburb,43.6195225,7.0518158
Brezjak,quarter,43.9237565,18.7945894
Pavlovac,suburb,43.811998,18.3753523
Donje Mladice,quarter,43.8098648,18.3633044
Murcarolo,neighbourhood,44.3837583,9.0238385
Barbaricina,suburb,43.7167114,10.3731903
CEP,suburb,43.7108335,10.3726358
Sampierdicanne,suburb,44.3285625,9.32189
Mulinetti,suburb,44.3629122,9.1300051
San Michele di Pagana,suburb,44.3405803,9.2240759
Borovo naselje,suburb,45.3784674,18.9599212
Rigaiolo,neighbourhood,43.2015674,11.7344338
Vraca,suburb,43.8453046,18.3948453
Obilićevo,quarter,43.8085285,18.5833827
Koran,quarter,43.8107225,18.5678286
Cavi,suburb,44.2908658,9.3779898
Pietrafraccia,suburb,44.6043068,8.9782999
Somogytarnóca,suburb,46.0078716,17.4564684
Drávaszentes,suburb,45.9981767,17.4199466
Gornji Kotorac,suburb,43.8080843,18.3547178
El Koudia,suburb,36.3610418,6.6065873
El Gamas,neighbourhood,36.3442962,6.6528975
Lajosházapuszta,neighbourhood,46.0913813,17.6573119
Grlica,quarter,43.7896441,18.3402497
Villapizzone,suburb,45.5012391,9.1486016
Vrhprača,neighbourhood,43.7317261,18.6136527
Dvorišta,neighbourhood,43.7329665,18.6682411
Carignano,suburb,44.4017002,8.9371173
Marassi,suburb,44.4169913,8.956335
San Fruttuoso,suburb,44.4079697,8.9611438
Quezzi,suburb,44.4212334,8.9714694
Foce,suburb,44.3994326,8.9489796
Nervi,suburb,44.3833121,9.0391295
Quinto al Mare,suburb,44.38588,9.0163589
Quarto Alta,suburb,44.3981567,9.0021897
Quarto dei Mille,suburb,44.3928411,8.9980192
Maia Alta - Obermais,suburb,46.6688778,11.1739173
Albaro,suburb,44.3972232,8.9635865
Borgoratti,suburb,44.4080722,8.9884585
Pofalići I,suburb,43.8622786,18.3875445
Dobrinja,suburb,43.8291255,18.3463543
Ombriano,suburb,45.3550885,9.6501743
Sabbioni,suburb,45.3556873,9.6642476
San Carlo,suburb,45.3603462,9.6692289
Crema Nuova,suburb,45.3643365,9.6790211
San Bernardino,suburb,45.3668542,9.7092174
Santo Stefano in Vairano,suburb,45.376984,9.6710656
Sturla,suburb,44.3991806,8.9785847
Sampierdarena,suburb,44.4126885,8.8929306
Cornigliano,suburb,44.4161302,8.871799
Stup,suburb,43.8428262,18.3243
Baia Caddinas,suburb,40.998159,9.6051759
Città Giardino,neighbourhood,40.3181054,9.2908718
Chievo,quarter,45.4575984,10.9464024
Maccarese,suburb,41.8773647,12.2145902
Maccarese Scalo,suburb,41.8770052,12.2364493
Focene,suburb,41.8115053,12.2137847
Spini di Gardolo,suburb,46.1189238,11.096671
Belpoggio,neighbourhood,41.9931533,12.5199218
Colle del Sole,neighbourhood,41.8359144,12.4219782
Parco de' Medici,neighbourhood,41.8219011,12.4135124
Casetta Mattei,quarter,41.8590052,12.4207166
Parrocchietta,neighbourhood,41.8517373,12.4384677
Quarto Miglio,neighbourhood,41.8437104,12.5473371
Cava dei Selci,suburb,41.7769006,12.6106889
Frattocchie,suburb,41.7671432,12.6160251
Santa Maria delle Mole,suburb,41.7727162,12.600621
Divino Amore,neighbourhood,41.7778128,12.5412208
Aldifreda,suburb,41.0830101,14.3300586
Ercole,suburb,41.0825965,14.3247119
Porto Badino,suburb,41.283227,13.2016828
Salto di Fondi,suburb,41.2936249,13.3320688
Colleferro Scalo,suburb,41.740759,13.0012796
Fregene,suburb,41.8531033,12.1933898
Baħar iċ-Ċagħaq,suburb,35.9378949,14.4540063
Eygliers Gare,quarter,44.6723405,6.6165439
Corviale,quarter,41.8498632,12.4127217
Massimina,quarter,41.877682,12.3537652
Sant'Ilario,suburb,44.3848902,9.050996
Parc Berthault,suburb,41.9131958,8.721052
Quartier des Étrangers,suburb,41.915761,8.7289243
Vieille Ville,suburb,41.9182443,8.7381295
Les Cannes,suburb,41.9351445,8.7423865
Corzent,quarter,46.3629018,6.4490524
Vongy,quarter,46.3825284,6.5043112
Zablaće,suburb,43.7072402,15.8678194
Mondello,suburb,38.2062142,13.3245517
Bernardin / San Bernardino,quarter,45.5153671,13.571838
Lido del Sole,suburb,45.6331606,13.029388
Fontanazzo di sotto - Fontanac' de sot,neighbourhood,46.4698782,11.7273247
Campestrin - Ciampestrin,neighbourhood,46.4638818,11.7155718
Pusztaegres,suburb,46.8358927,18.5233196
San Massimo,suburb,45.4389689,10.9470155
Pálhalma,suburb,46.984692,18.8952175
Valberg,suburb,44.0956228,6.9301384
Bolzaneto,suburb,44.4586793,8.9014681
Rivarolo,suburb,44.437982,8.8929743
Pontedecimo,suburb,44.4978085,8.9035055
Santa Lucia,neighbourhood,43.9067533,11.1143241
Murta,suburb,44.4616688,8.8894923
Murifeld,quarter,46.9400733,7.4833955
Spiegel,suburb,46.9260194,7.4362121
Blinzern,suburb,46.9210661,7.4240413
Wittigkofen,quarter,46.9395698,7.4820285
Bernate,suburb,45.6392742,9.3318004
Tabódszerdahely,suburb,46.3590069,18.5467794
Tabód,suburb,46.3741392,18.5437324
Oberbottigen,quarter,46.9358463,7.3496124
Niederbottigen,quarter,46.9396339,7.3711566
Milano Marittima,suburb,44.2774759,12.3481763
Rossfeld,quarter,46.9730812,7.4475518
Felsenau,quarter,46.9714043,7.4403294
Fiesa / Fiesso,quarter,45.5246838,13.5803634
Inota,suburb,47.2017486,18.1779856
Rábafüzes,suburb,46.98178,16.2894564
Toffol,neighbourhood,46.4491339,12.0593069
Rüti,suburb,46.9553973,7.5076343
Dolina,neighbourhood,46.2527833,13.2760306
Ronco,suburb,44.2049697,12.078841
Biritó,suburb,46.5920911,18.8112941
Reichenbach,neighbourhood,46.9916159,7.4485586
Guzzafame,neighbourhood,45.6686051,9.3051086
San Giorgio,suburb,44.2538835,12.0762312
Dietenheim - Teodone,suburb,46.8024323,11.9514404
Poggio dei Pini,neighbourhood,46.1226002,11.2426948
Cseresznyés,suburb,46.6438547,18.7737
Bocale Secondo,suburb,38.0012793,15.6407857
Bocale Primo,suburb,38.0075189,15.6388175
Podtabor,neighbourhood,46.3070766,14.2776723
Britof,neighbourhood,46.301365,14.2752422
Monticelli,suburb,42.8505528,13.6216293
Porta Romana,quarter,42.8538689,13.5630584
Bisaccia Nuova,suburb,41.0079886,15.3577214
Halen,neighbourhood,46.9725737,7.4133506
Pegli,suburb,44.4271613,8.8149219
Pra',suburb,44.4282182,8.7831967
Voltri,suburb,44.4285842,8.7542329
Borzoli,suburb,44.4343943,8.8674748
Sestri Ponente,suburb,44.4249254,8.8499031
Granarolo,suburb,44.4266238,8.9099896
Bavari,suburb,44.4328499,9.0192753
Sant'Eusebio,suburb,44.4419909,8.9860277
Branzolino,suburb,44.2857485,12.04448
Malmissole,suburb,44.2678338,12.0638126
San Leonardo,suburb,44.2090268,12.1264589
Riglione,suburb,43.6965064,10.4481494
San Giusto,suburb,43.7050509,10.39908
Putignano,neighbourhood,43.6963326,10.4237563
Marina di Cecina,suburb,43.2995802,10.4940069
San Lorenzo in Strada,neighbourhood,44.0020809,12.6331445
Santa Maria delle Fabbrecce,neighbourhood,43.911038,12.8752758
Črnc,suburb,45.9150918,15.6015444
Coiano,neighbourhood,43.9002729,11.1036422
Ospedaletto,neighbourhood,44.2379411,12.0652977
Pramagnon,neighbourhood,46.2496345,7.4471981
Altichiero,suburb,45.4477107,11.8718621
Gaj,quarter,44.5621304,14.876792
Akli,suburb,47.2310644,17.8339012
Borgo Prà,neighbourhood,46.142385,12.2216162
Igea Marina,suburb,44.1332829,12.4818059
Bellaria,suburb,44.1471746,12.4586092
Alba,neighbourhood,44.0115471,12.6475082
Fontanelle,neighbourhood,43.9869202,12.6749239
Abissinia,neighbourhood,43.9967127,12.6650132
Spontricciolo,neighbourhood,44.0188077,12.6307345
Bellariva,neighbourhood,44.0471634,12.601462
Miramare,neighbourhood,44.0319092,12.621837
Padragkút,suburb,47.0568781,17.5547769
Multedo,suburb,44.4267627,8.8290914
Lizzana,suburb,45.8674253,11.0321996
Lizzanella,suburb,45.8757244,11.0331522
Borgo Sacco,suburb,45.8858198,11.0259215
Santa Maria,suburb,45.8852314,11.0432818
San Giorgio,suburb,45.895476,11.03036
Brione,suburb,45.9021272,11.0432887
Sant'Ilario,suburb,45.9086457,11.0396037
Oberwohlen,quarter,46.976937,7.3592085
St. Georgen,neighbourhood,46.6222721,13.8033832
Pievebelvicino,suburb,45.7103493,11.326156
Lavagnola,suburb,44.3218105,8.4691291
Hrid,suburb,43.85374,18.4379446
San Desiderio,quarter,44.4224152,9.0128829
Apparizione,suburb,44.4043028,8.9947724
Doglodi,suburb,43.8534488,18.295338
Pontevigodarzere,suburb,45.4439868,11.8939558
Waidmannsdorf,suburb,46.6144651,14.2842788
Welzenegg,suburb,46.6313033,14.342521
Innere Stadt,suburb,46.624976,14.308406
Agy,suburb,46.8235675,7.1522422
Tierno,neighbourhood,45.8463538,10.9776889
Melara,suburb,45.6398633,13.8250942
Cattinara / Katinara,suburb,45.6348442,13.8257736
Borgo San Sergio,suburb,45.620441,13.8229392
Altura / Judovec,suburb,45.6276172,13.8194262
San Vito,suburb,45.6447323,13.7657067
San Giacomo / Sveti Jakob,suburb,45.6428806,13.7792287
Gretta / Greta,suburb,45.6702893,13.7634886
Roiano / Rojan,suburb,45.6654938,13.7720709
Campanelle,suburb,45.632345,13.8043485
Campo Marzio,suburb,45.6434574,13.7572373
San Giovanni / Sveti Ivan,suburb,45.6556543,13.8054837
San Cilino,suburb,45.6602894,13.7995589
Cologna,suburb,45.6652165,13.7870211
Servola / Škedenj,suburb,45.6258252,13.7865828
Barcola / Barkovlje,suburb,45.6810833,13.7547155
Campi Elisi,suburb,45.6392775,13.7705202
Rozzol / Rocol,suburb,45.6426074,13.8070621
Valmaura,suburb,45.6216538,13.7936452
Maddalena,neighbourhood,45.6380201,13.7856788
Coloncovez / Kolonkovec,suburb,45.6259416,13.8068091
Raute / Rovte,suburb,45.6315705,13.8119211
Rusca,suburb,44.3201641,8.4750423
Pianetta Bassa,neighbourhood,45.7085378,9.347812
Pianetta Alta,neighbourhood,45.7101967,9.3508355
Malunga,neighbourhood,45.7419842,11.2082444
Ravazzone,suburb,45.8619974,10.9925538
Schwettiberg,neighbourhood,46.9469048,9.0043521
Crevari,suburb,44.4243455,8.7306082
Chiadino,suburb,45.6454169,13.7931457
Borgo Teresiano,suburb,45.6530615,13.7730117
Pinara,neighbourhood,46.0960412,11.1284246
Kéttornyúlak,suburb,47.2988816,17.4492746
Irac,suburb,44.5366853,18.6540285
Frieswil,suburb,46.9950916,7.2850597
Iconicella,quarter,42.2200931,14.4048262
Santa Rita,quarter,42.227406,14.4062915
Sant'Egidio,neighbourhood,42.2339202,14.3851772
Santa Maria dei Mesi,neighbourhood,42.2265798,14.3784394
Torre Marino,neighbourhood,42.2216586,14.3741542
Villa Martelli,quarter,42.2367955,14.415208
Vallevò,quarter,42.2871351,14.479517
Fossacesia Marina,quarter,42.2492647,14.5113248
Underzälg,neighbourhood,46.8578679,7.4609522
Uecht,neighbourhood,46.8527622,7.4528026
Bevera,neighbourhood,45.754028,9.3325451
Leca,suburb,44.0616535,8.1816081
Novo naselje,suburb,44.5533187,18.6926504
Mandići,suburb,44.5588098,18.6641627
Torre Faro,suburb,38.2660662,15.6459476
San Lorenzo,suburb,42.4228707,13.3236208
Valloria,suburb,44.3189885,8.4894985
Villetta,suburb,44.3127273,8.4824831
San Martino,neighbourhood,43.8956568,11.1029816
Marcianese,quarter,42.2069829,14.3818153
Legino,suburb,44.2955258,8.4522556
Zinola,suburb,44.2832091,8.4453713
Terrafino,suburb,43.707847,10.9081342
Le Muids,neighbourhood,46.4542786,6.2196398
Cilianuzzo,neighbourhood,43.8999697,11.0950413
Cusano,suburb,45.5488276,9.1764842
Milanino,suburb,45.5540525,9.1933611
Villaggio Prenestino,neighbourhood,41.9016636,12.6814313
Case Rosse,suburb,41.9322842,12.6480593
Valle Fiorita,neighbourhood,41.8774154,12.6481719
Tor Bella Monaca,suburb,41.868496,12.6412461
Tor Vergata,suburb,41.8605744,12.6204579
Gregna di Sant'Andrea,neighbourhood,41.8269198,12.5855477
Borgo Baraglia,neighbourhood,43.289947,12.355054
Pian Grande,neighbourhood,43.33185,12.563958
ياسمين الحمامات,suburb,36.3746888,10.5411468
Patier,neighbourhood,46.099699,7.2122893
Montecapri,suburb,43.6724342,11.2074418
Fanzolo,suburb,45.7107179,11.9859687
Börgönd,suburb,47.1654762,18.5210625
Villa Andreoli,quarter,42.2090807,14.3979893
Mangiagalli,neighbourhood,45.545372,9.150045
Dunakömlőd,suburb,46.6624613,18.8790725
Casalotti,quarter,41.9182265,12.3677224
Carpena,suburb,44.1809983,12.0677844
Quattro,quarter,44.217761,11.9983434
Rovere,suburb,44.2023283,11.9762328
San Lorenzo in Noceto,suburb,44.1599193,12.0063423
Villagrappa,suburb,44.223049,11.9732609
Collepizzuto,neighbourhood,42.2121581,14.4136591
Re di Coppe,neighbourhood,42.2070116,14.4118905
Villa Scorciosa,quarter,42.2294002,14.4346711
Villa Romagnoli,quarter,42.2113833,14.4246023
Aggio,suburb,44.4660289,9.0122735
Naselje heroja Sokolje,suburb,43.8665427,18.3195949
Bocco,quarter,44.3530838,9.3020275
Rajlovac,suburb,43.8786557,18.3121057
Balatelle,neighbourhood,37.5559126,15.0931375
Laghetto,quarter,45.5734393,11.5442211
Le Case,neighbourhood,43.1073475,12.7860066
Mugnano,neighbourhood,43.1082836,12.7932078
Passaggio di Assisi,neighbourhood,43.030631,12.6349486
Gabelletta,neighbourhood,42.7151813,12.0968664
Località Cornale,neighbourhood,42.750941,11.9854552
Castelnuovo,neighbourhood,43.8275927,11.0681008
Centola,neighbourhood,43.841341,11.1189478
Tre Ville,neighbourhood,43.8382996,11.1127802
Zendri,neighbourhood,45.7662826,11.1163306
Montelonti,suburb,43.4670957,11.1357497
Carnaiola,neighbourhood,42.8792291,12.0586708
Donja Jošanica,quarter,43.8956907,18.3377699
Gattikon,neighbourhood,47.2843053,8.5487611
Savanyúrét,suburb,47.2450531,18.8783425
Tiszti lakótelep,suburb,47.2513165,18.8891143
Ipari park,suburb,47.2359335,18.8947362
La Casse,neighbourhood,44.8417092,6.4982463
Calcinate del Pesce,quarter,45.8143216,8.7629282
Tre Pini,neighbourhood,41.788804,12.4332176
Tapolcafő,suburb,47.2814593,17.5213713
Fonte Laurentina,suburb,41.793066,12.4863811
Paša bunar,suburb,44.5418187,18.6513092
Batva,suburb,44.5419632,18.6583531
Dragodol,suburb,44.5451323,18.6620595
Legos,neighbourhood,45.8678541,10.7761297
Croce di Tolignano,neighbourhood,42.8515105,13.6069602
La Pietà,neighbourhood,43.8833861,11.1053614
Velate,quarter,45.845774,8.7916326
Bizzozero,quarter,45.7905206,8.851302
Giubiano,quarter,45.8144218,8.8353453
Bosto,quarter,45.8129935,8.8294821
Cugnago,neighbourhood,46.2859348,12.0708418
Crostolin,quarter,46.2757537,12.0516042
Maliseti,suburb,43.9015024,11.0738439
Ravagnese,suburb,38.0842225,15.6626853
Polegge,quarter,45.590749,11.5517975
Botinec,quarter,45.75469,15.9360374
Travno,quarter,45.7707621,15.9978861
Utrine,quarter,45.7754788,15.9969372
Središće,quarter,45.7801508,15.9855298
Siget,quarter,45.7737663,15.9725391
Kajzerica,quarter,45.7824084,15.96244
Sopot,quarter,45.7745825,15.9859594
Trokut,quarter,45.7723315,15.9594019
Savski gaj,quarter,45.7735636,15.9549378
Lanište,quarter,45.7736694,15.9478889
Zapruđe,quarter,45.780481,15.9961003
Dugave,quarter,45.7650129,15.997632
Sloboština,quarter,45.76464,15.986163
Nekeresd,suburb,46.8668244,16.8514075
Masnago,quarter,45.8296759,8.7989536
Bustecche,quarter,45.802976,8.8508534
