day,city,area,points,capacity,peak,peak_pct,carry_in,bags_in,deposits
2026-09-23,venice,santa-lucia-train-station,1,15,0,0.0,0,0,0.0
2026-09-23,venice,venice-castello,1,50,0,0.0,0,0,0.0
2026-09-23,venice,venice-lido,1,25,0,0.0,0,0,0.0
2026-09-23,venice,venice-marco-polo-airport,1,45,3,6.7,3,0,1.5
2026-09-23,vercelli,city-center,1,20,0,0.0,0,0,0.0
2026-09-23,verona,avesa,1,20,0,0.0,0,0,0.0
2026-09-23,verona,castelvecchio-museum,1,40,0,0.0,0,0,0.0
2026-09-23,verona,citta-antica,3,115,0,0.0,0,0,0.0
2026-09-23,verona,cittadella,1,30,0,0.0,0,0,0.0
2026-09-23,verona,juliet-s-house,2,130,0,0.0,0,0,0.0
2026-09-23,verona,porta-nuova,2,345,0,0.0,0,0,0.0
2026-09-23,vicenza,city-center,2,70,0,0.0,0,0,0.0
2026-09-23,vicenza,main-station,1,35,0,0.0,0,0,0.0
2026-09-24,agrigento,agrigento-train-staion,3,100,0,0.0,0,0,0.0
2026-09-24,agrigento,city-center,3,120,0,0.0,0,0,0.0
2026-09-24,alessandria,tortona,1,15,0,0.0,0,0,0.0
2026-09-24,ancona,ancona-train-station,5,280,0,0.0,0,0,0.0
2026-09-24,aosta,aosta-train-station,1,20,0,0.0,0,0,0.0
2026-09-24,aosta,city-center,1,100,0,0.0,0,0,0.0
2026-09-24,aosta,train-station,3,85,3,3.5,1,2,1.5
2026-09-24,arezzo,arezzo-train-station,2,40,0,0.0,0,0,0.0
2026-09-24,arezzo,city-center,4,145,2,1.4,2,0,1.0
2026-09-24,asti,city-center,2,30,0,0.0,0,0,0.0
2026-09-24,avellino,city-center,1,100,0,0.0,0,0,0.0
2026-09-24,bari,altamura,1,10,0,0.0,0,0,0.0
2026-09-24,bari,bari-centrale-train-station,21,1340,9,0.7,4,5,4.5
2026-09-24,bari,bari-vecchia,2,120,9,7.5,6,3,4.5
2026-09-24,bari,basilica-san-nicola,1,30,0,0.0,0,0,0.0
2026-09-24,bari,city-center,4,520,0,0.0,0,0,0.0
2026-09-24,bari,fiera-del-levante,1,30,0,0.0,0,0,0.0
2026-09-24,bari,madonnella,2,80,0,0.0,0,0,0.0
2026-09-24,bari,marconi,2,70,0,0.0,0,0,0.0
2026-09-24,bari,old-town,1,30,0,0.0,0,0,0.0
2026-09-24,bari,palazzo-fizzarotti,1,30,0,0.0,0,0,0.0
2026-09-24,bari,quartiere-umbertino,1,15,0,0.0,0,0,0.0
2026-09-24,bari,teatro-petruzzelli,2,95,0,0.0,0,0,0.0
2026-09-24,bergamo,bergamo-train-station,6,205,13,6.3,6,7,6.5
2026-09-24,bergamo,borgo-palazzo,1,20,0,0.0,0,0,0.0
2026-09-24,bergamo,borgo-santa-caterina,1,20,0,0.0,0,0,0.0
2026-09-24,bergamo,citta-alta,2,75,4,5.3,3,1,2.0
2026-09-24,bologna,belvedere-mercato-delle-erbe,1,30,0,0.0,0,0,0.0
2026-09-24,bologna,bologna-centrale-railway-station,14,725,53,7.3,31,22,26.5
2026-09-24,bologna,bologna-city-center,2,65,7,10.8,7,0,3.5
2026-09-24,bologna,bologna-university,3,70,0,0.0,0,0,0.0
2026-09-24,bologna,costa-saragozza,1,20,0,0.0,0,0,0.0
2026-09-24,bologna,la-piccola-venezia,1,30,2,6.7,2,0,1.0
2026-09-24,bologna,piazza-maggiore,5,530,3,0.6,3,0,1.5
2026-09-24,bologna,porta-castiglione,1,25,2,8.0,2,0,1.0
2026-09-24,bologna,rimesse,1,50,0,0.0,0,0,0.0
2026-09-24,bologna,san-donato,1,20,0,0.0,0,0,0.0
2026-09-24,bologna,stadio-senato-dall-aria,1,50,0,0.0,0,0,0.0
2026-09-24,bologna,two-towers,2,60,0,0.0,0,0,0.0
2026-09-24,bolzano,bolzano-train-station,6,190,43,22.6,40,3,21.5
2026-09-24,bolzano,city-center,1,30,0,0.0,0,0,0.0
2026-09-24,bolzano,palazzo-mercantile,1,20,0,0.0,0,0,0.0
2026-09-24,bolzano,waltherplatz,1,30,8,26.7,4,4,4.0
2026-09-24,brescia,old-town,1,15,0,0.0,0,0,0.0
2026-09-24,brescia,train-station,5,80,3,3.8,1,2,1.5
2026-09-24,brindisi,central-station,5,455,24,5.3,0,24,12.0
2026-09-24,brindisi,city-centre,2,65,4,6.2,0,4,2.0
2026-09-24,brindisi,corso-garibaldi,1,45,1,2.2,1,0,0.5
2026-09-24,cagliari,bonaria,2,30,0,0.0,0,0,0.0
2026-09-24,cagliari,city-center,5,170,0,0.0,0,0,0.0
2026-09-24,cagliari,lazzaretto,1,20,0,0.0,0,0,0.0
2026-09-24,cagliari,marina,7,155,8,5.2,4,4,4.0
2026-09-24,cagliari,selargius,1,25,0,0.0,0,0,0.0
2026-09-24,cagliari,stazione,3,70,3,4.3,0,3,1.5
2026-09-24,cagliari,villanova,1,20,0,0.0,0,0,0.0
2026-09-24,caltanissetta,caltanissetta-centrale,3,50,0,0.0,0,0,0.0
2026-09-24,caltanissetta,caltanissetta-old-town,1,10,0,0.0,0,0,0.0
2026-09-24,carrara,marina-di-carrara,1,20,0,0.0,0,0,0.0
2026-09-24,caserta,city-center,5,180,2,1.1,2,0,1.0
2026-09-24,caserta,royal-palace,1,50,0,0.0,0,0,0.0
2026-09-24,catania,borgo-sanzio,4,220,1,0.5,1,0,0.5
2026-09-24,catania,catania-airport,2,150,14,9.3,5,9,7.0
2026-09-24,catania,catania-centrale,10,515,27,5.2,0,27,13.5
2026-09-24,catania,city-center,19,530,15,2.8,0,15,7.5
2026-09-24,catania,piazza-stesicoro,2,40,0,0.0,0,0,0.0
2026-09-24,catania,porta-garibaldi,2,90,0,0.0,0,0,0.0
2026-09-24,catania,university-of-catania,2,75,0,0.0,0,0,0.0
2026-09-24,catanzaro,fortuna,1,10,0,0.0,0,0,0.0
2026-09-24,chieti,chieti-train-station,1,20,0,0.0,0,0,0.0
2026-09-24,como,city-center,6,200,12,6.0,4,8,6.0
2026-09-24,como,como-lago-train-station,1,30,0,0.0,0,0,0.0
2026-09-24,cosenza,casa-di-galeazzo-di-tarsia,1,40,0,0.0,0,0,0.0
2026-09-24,cosenza,city-centre,2,100,0,0.0,0,0,0.0
2026-09-24,cosenza,roges,1,10,0,0.0,0,0,0.0
2026-09-24,cremona,city-center,2,115,0,0.0,0,0,0.0
2026-09-24,cremona,cremona-train-station,2,60,2,3.3,0,2,1.0
2026-09-24,crotone,crotone-lungomare,1,20,0,0.0,0,0,0.0
2026-09-24,fermo,city-center,1,10,1,10.0,1,0,0.5
2026-09-24,ferrara,city-center,2,65,6,9.2,0,6,3.0
2026-09-24,ferrara,railway-station,6,320,2,0.6,0,2,1.0
2026-09-24,florence,basilica-di-santo-spirito,1,35,0,0.0,0,0,0.0
2026-09-24,florence,basilica-of-santa-maria-novella,7,185,20,10.8,18,2,10.0
2026-09-24,florence,battistero-di-san-giovanni,1,30,0,0.0,0,0,0.0
2026-09-24,florence,campo-di-marte,3,120,0,0.0,0,0,0.0
2026-09-24,florence,coverelli,1,35,3,8.6,0,3,1.5
2026-09-24,florence,district-1,2,55,0,0.0,0,0,0.0
2026-09-24,florence,duomo,1,50,1,2.0,1,0,0.5
2026-09-24,florence,florence-airport,1,30,0,0.0,0,0,0.0
2026-09-24,florence,florence-city-center,1,20,0,0.0,0,0,0.0
2026-09-24,florence,florence-mercato-centrale,1,15,0,0.0,0,0,0.0
2026-09-24,florence,fortezza-dal-basso,1,30,0,0.0,0,0,0.0
2026-09-24,florence,piazza-torquato-tasso,1,35,6,17.1,0,6,3.0
2026-09-24,florence,pitti,1,50,0,0.0,0,0,0.0
2026-09-24,florence,porta-al-prato,5,195,0,0.0,0,0,0.0
2026-09-24,florence,rifredi,2,35,0,0.0,0,0,0.0
2026-09-24,florence,san-gallo,1,45,11,24.4,0,11,5.5
2026-09-24,florence,san-lorenzo,4,180,6,3.3,0,6,3.0
2026-09-24,florence,san-marco-florence,3,65,2,3.1,0,2,1.0
2026-09-24,florence,san-niccolo,1,25,0,0.0,0,0,0.0
2026-09-24,florence,santa-croce,10,345,11,3.2,11,0,5.5
2026-09-24,florence,santa-maria-novella,14,1070,65,6.1,21,51,36.0
2026-09-24,florence,santo-spirito,2,80,0,0.0,0,0,0.0
2026-09-24,florence,scandicci,1,300,0,0.0,0,0,0.0
2026-09-24,florence,stazione-via-panzani,1,30,0,0.0,0,0,0.0
2026-09-24,florence,via-de-boni,1,30,2,6.7,2,0,1.0
2026-09-24,florence,via-dell-albero,1,70,8,11.4,0,8,4.0
2026-09-24,genoa,aquarium-genoa,1,100,0,0.0,0,0,0.0
2026-09-24,genoa,brignole,6,115,0,0.0,0,0,0.0
2026-09-24,genoa,genoa-port,2,50,2,4.0,2,0,1.0
2026-09-24,genoa,maddalena,2,50,3,6.0,0,3,1.5
2026-09-24,genoa,nervi,1,10,0,0.0,0,0,0.0
2026-09-24,genoa,orefici,1,15,0,0.0,0,0,0.0
2026-09-24,genoa,pegli,1,15,0,0.0,0,0,0.0
2026-09-24,genoa,piazza-corvetto-piazza-de-ferrari,1,100,0,0.0,0,0,0.0
2026-09-24,genoa,piazza-de-ferrari,1,20,0,0.0,0,0,0.0
2026-09-24,genoa,piazza-principe,1,300,0,0.0,0,0,0.0
2026-09-24,genoa,sampierdarena,1,100,0,0.0,0,0,0.0
2026-09-24,gorizia,gorizia-train-station,1,25,0,0.0,0,0,0.0
2026-09-24,grosseto,city-centre,2,50,0,0.0,0,0,0.0
2026-09-24,la-spezia,la-spezia-centrale,10,440,11,2.5,0,11,5.5
2026-09-24,la-spezia,migliarina,1,50,0,0.0,0,0,0.0
2026-09-24,la-spezia,parco-dei-pesci,1,50,0,0.0,0,0,0.0
2026-09-24,latina,city-center,1,200,0,0.0,0,0,0.0
2026-09-24,lecce,lecce-city-center,8,305,0,0.0,0,0,0.0
2026-09-24,lecce,railway-station,6,170,12,7.1,1,11,6.0
2026-09-24,lecco,lecco-train-station,2,30,0,0.0,0,0,0.0
2026-09-24,lecco,train-station,2,50,1,2.0,1,0,0.5
2026-09-24,livorno,city-center,3,100,0,0.0,0,0,0.0
2026-09-24,livorno,livorno-train-station,3,95,0,0.0,0,0,0.0
2026-09-24,lucca,city-center,7,300,0,0.0,0,0,0.0
2026-09-24,lucca,lucca-train-station,8,690,15,2.2,0,15,7.5
2026-09-24,lucca,walled-city,2,60,0,0.0,0,0,0.0
2026-09-24,macerata,macerata-train-station,1,10,0,0.0,0,0,0.0
2026-09-24,mantua,city-center,1,25,11,44.0,0,11,5.5
2026-09-24,massa,city-center,2,40,0,0.0,0,0,0.0
2026-09-24,matera,city-center,7,170,8,4.7,8,0,4.0
2026-09-24,matera,via-dei-messapi,1,60,0,0.0,0,0,0.0
2026-09-24,messina,borgo-del-ringo,1,30,0,0.0,0,0,0.0
2026-09-24,messina,messina-centrale,7,210,2,1.0,0,2,1.0
2026-09-24,milan,assago,1,20,0,0.0,0,0,0.0
2026-09-24,milan,bicocca,1,20,0,0.0,0,0,0.0
2026-09-24,milan,bueno-aires,1,30,2,6.7,2,0,1.0
2026-09-24,milan,bullona,7,310,0,0.0,0,0,0.0
2026-09-24,milan,cadorna,1,200,6,3.0,6,0,3.0
2026-09-24,milan,cairoli-subway-station,1,45,2,4.4,0,2,1.0
2026-09-24,milan,carrobbio,1,30,0,0.0,0,0,0.0
2026-09-24,milan,casoretto,2,40,1,2.5,1,0,0.5
2026-09-24,milan,castello-sforzesco,2,70,6,8.6,6,0,3.0
2026-09-24,milan,cerchiate,2,35,2,5.7,2,0,1.0
2026-09-24,milan,china-town,2,55,5,9.1,2,3,2.5
2026-09-24,milan,china-town-milan,1,35,4,11.4,0,4,2.0
2026-09-24,milan,citylife,1,25,0,0.0,0,0,0.0
2026-09-24,milan,cologno-monzese,1,100,0,0.0,0,0,0.0
2026-09-24,milan,conchetta,2,45,0,0.0,0,0,0.0
2026-09-24,milan,corso-buenos-aires,1,20,0,0.0,0,0,0.0
2026-09-24,milan,crescenzago,4,60,1,1.7,1,0,0.5
2026-09-24,milan,duomo,3,475,21,4.4,9,12,10.5
2026-09-24,milan,fiera,1,200,0,0.0,0,0,0.0
2026-09-24,milan,forlanini,1,20,0,0.0,0,0,0.0
2026-09-24,milan,guastalla,2,45,0,0.0,0,0,0.0
2026-09-24,milan,lambrate,4,85,2,2.4,2,0,1.0
2026-09-24,milan,lanza,1,45,3,6.7,1,2,1.5
2026-09-24,milan,loreto,6,160,1,0.6,1,0,0.5
2026-09-24,milan,malpensa-airport,1,100,0,0.0,0,0,0.0
2026-09-24,milan,milan-centrale-railway-station,28,1660,137,8.3,65,72,68.5
2026-09-24,milan,milano-certosa,1,25,0,0.0,0,0,0.0
2026-09-24,milan,milano-repubblica-station,2,120,2,1.7,0,2,1.0
2026-09-24,milan,missori,7,195,25,12.8,4,21,12.5
2026-09-24,milan,navigli,3,75,4,5.3,0,4,2.0
2026-09-24,milan,niguarda,2,40,0,0.0,0,0,0.0
2026-09-24,milan,novate-milanese,1,15,0,0.0,0,0,0.0
2026-09-24,milan,palazzo-di-giustizia,1,30,0,0.0,0,0,0.0
2026-09-24,milan,piazza-gae-aulenti,1,40,0,0.0,0,0,0.0
2026-09-24,milan,politecnico-di-milano-campus-bovisa-la-masa,1,20,0,0.0,0,0,0.0
2026-09-24,milan,porta-garibaldi,1,300,0,0.0,0,0,0.0
2026-09-24,milan,porta-garibaldi-train-station,4,100,3,3.0,0,3,1.5
2026-09-24,milan,porta-genova,6,255,7,2.7,0,7,3.5
2026-09-24,milan,porta-romana,7,185,7,3.8,1,6,3.5
2026-09-24,milan,porta-ticinese,4,120,3,2.5,0,3,1.5
2026-09-24,milan,porta-venezia,7,235,7,3.0,2,5,3.5
2026-09-24,milan,porta-vittoria,2,40,0,0.0,0,0,0.0
2026-09-24,milan,rho,1,20,0,0.0,0,0,0.0
2026-09-24,milan,rogoredo-train-station,1,50,0,0.0,0,0,0.0
2026-09-24,milan,san-babila,2,60,0,0.0,0,0,0.0
2026-09-24,milan,san-siro-stadium,4,400,0,0.0,0,0,0.0
2026-09-24,milan,santa-giulia,1,10,0,0.0,0,0,0.0
2026-09-24,milan,santa-maria-delle-grazie,7,210,10,4.8,4,8,6.0
2026-09-24,milan,via-torino-via-palla,2,126,0,0.0,0,0,0.0
2026-09-24,milan,via-visconti-di-modrone,1,25,0,0.0,0,0,0.0
2026-09-24,milan,villapizzone-railway-station,1,25,2,8.0,2,0,1.0
2026-09-24,milan,washington,2,65,7,10.8,0,7,3.5
2026-09-24,milan,zone-1-of-milan,1,40,0,0.0,0,0,0.0
2026-09-24,milan,zone-7-of-milan,3,60,0,0.0,0,0,0.0
2026-09-24,modena,central-station,5,125,23,18.4,5,18,11.5
2026-09-24,modena,city-centre,2,45,0,0.0,0,0,0.0
2026-09-24,monza,downtown,1,230,0,0.0,0,0,0.0
2026-09-24,monza,monza-train-station,4,175,0,0.0,0,0,0.0
2026-09-24,naples,Volla,1,100,0,0.0,0,0,0.0
2026-09-24,naples,bagnoli-agnano-terme,1,30,0,0.0,0,0,0.0
2026-09-24,naples,centro-storico,5,165,2,1.2,0,2,1.0
2026-09-24,naples,dante,7,295,2,0.7,0,2,1.0
2026-09-24,naples,fuorigrotta,1,20,0,0.0,0,0,0.0
2026-09-24,naples,maradona-stadium,1,50,0,0.0,0,0,0.0
2026-09-24,naples,mergellina-port,3,190,4,2.1,0,4,2.0
2026-09-24,naples,miano,1,100,0,0.0,0,0,0.0
2026-09-24,naples,monument-of-giuseppe-garibaldi,1,30,1,3.3,1,0,0.5
2026-09-24,naples,municipio,7,290,7,2.4,4,3,3.5
2026-09-24,naples,naples-airport,2,230,6,2.6,4,2,3.0
2026-09-24,naples,naples-cathedral,3,165,2,1.2,0,2,1.0
2026-09-24,naples,naples-centrale-train-station,23,1550,46,3.0,27,19,23.0
2026-09-24,naples,naples-city-center,7,355,8,2.3,5,3,4.0
2026-09-24,naples,napoli-port,1,10,1,10.0,0,1,0.5
2026-09-24,naples,napoli-porta-nolana,10,408,7,1.7,5,2,3.5
2026-09-24,naples,piazza-cavour,1,50,0,0.0,0,0,0.0
2026-09-24,naples,piazza-del-gesu,1,30,0,0.0,0,0,0.0
2026-09-24,naples,piazza-del-plebiscito,1,50,0,0.0,0,0,0.0
2026-09-24,naples,pomigliano-darco,1,40,0,0.0,0,0,0.0
2026-09-24,naples,porta-capuana,4,220,0,0.0,0,0,0.0
2026-09-24,naples,posillipo,1,50,0,0.0,0,0,0.0
2026-09-24,naples,quartieri-spagnoli,2,95,3,3.2,3,0,1.5
2026-09-24,naples,quattro-giornate-station,1,50,0,0.0,0,0,0.0
2026-09-24,naples,rione-sanita,3,80,1,1.2,1,0,0.5
2026-09-24,naples,san-lorenzo,1,20,0,0.0,0,0,0.0
2026-09-24,naples,santa-lucia,2,120,2,1.7,2,0,1.0
2026-09-24,naples,universita,8,305,2,0.7,1,1,1.0
2026-09-24,naples,via-chiaia,4,180,0,0.0,0,0,0.0
2026-09-24,naples,via-toledo,3,135,0,0.0,0,0,0.0
2026-09-24,naples,vicaria,2,55,0,0.0,0,0,0.0
2026-09-24,naples,vomero,6,210,0,0.0,0,0,0.0
2026-09-24,novara,city-center,1,200,0,0.0,0,0,0.0
2026-09-24,novara,novara-train-station,1,25,1,4.0,1,0,0.5
2026-09-24,olbia,train-station,2,155,21,13.5,9,12,10.5
2026-09-24,padua,city-center,3,125,2,1.6,2,0,1.0
2026-09-24,padua,main-station,3,160,10,6.2,1,9,5.0
2026-09-24,palermo,albergheria,2,65,0,0.0,0,0,0.0
2026-09-24,palermo,corso-dei-mille-sant-erasmo,1,25,1,4.0,1,0,0.5
2026-09-24,palermo,fiera,1,50,0,0.0,0,0,0.0
2026-09-24,palermo,historical-centre-of-palermo,3,100,5,5.0,5,0,2.5
2026-09-24,palermo,mondello,2,40,0,0.0,0,0,0.0
2026-09-24,palermo,mont-di-pieta,2,45,3,6.7,3,0,1.5
2026-09-24,palermo,palazzo-comitini,1,50,0,0.0,0,0,0.0
2026-09-24,palermo,palermo-centrale,5,202,32,15.8,9,23,16.0
2026-09-24,palermo,palermo-city-center,9,485,13,2.7,4,9,6.5
2026-09-24,palermo,piazza-verdi,1,40,6,15.0,6,0,3.0
2026-09-24,palermo,port-palermo,4,250,6,2.4,6,0,3.0
2026-09-24,palermo,settecannoli,1,50,0,0.0,0,0,0.0
2026-09-24,parma,city-center,3,45,0,0.0,0,0,0.0
2026-09-24,parma,station,4,75,0,0.0,0,0,0.0
2026-09-24,pavia,downtown,1,30,0,0.0,0,0,0.0
2026-09-24,pavia,pavia-train-station,3,55,2,3.6,2,0,1.0
2026-09-24,perugia,bus-station,1,25,0,0.0,0,0,0.0
2026-09-24,perugia,central-station,4,105,10,9.5,2,8,5.0
2026-09-24,perugia,elce,2,30,0,0.0,0,0,0.0
2026-09-24,perugia,piazza-della-repubblica,2,30,0,0.0,0,0,0.0
2026-09-24,perugia,piazza-iv-novembre,1,30,4,13.3,4,0,2.0
2026-09-24,pesaro,city-center,4,240,2,0.8,2,0,1.0
2026-09-24,pescara,pescara-centrale-train-station,11,275,5,1.8,3,2,2.5
2026-09-24,piacenza,piacenza-train-station,1,25,0,0.0,0,0,0.0
2026-09-24,pisa,national-museum-of-san-matteo,1,50,0,0.0,0,0,0.0
2026-09-24,pisa,piazza-dei-cavalieri,2,50,3,6.0,3,0,1.5
2026-09-24,pisa,pisa-centrale-train-station,15,1005,51,5.1,26,25,25.5
2026-09-24,pisa,pisa-piazza-del-duomo,2,35,7,20.0,1,6,3.5
2026-09-24,pisa,santa-maria,4,115,0,0.0,0,0,0.0
2026-09-24,pisa,tower-of-pisa,2,70,0,0.0,0,0,0.0
2026-09-24,pistoia,pistoia-train-station,1,25,1,4.0,1,0,0.5
2026-09-24,potenza,city-center,1,100,0,0.0,0,0,0.0
2026-09-24,potenza,potenza-city-center,1,20,0,0.0,0,0,0.0
2026-09-24,prato,prato-centrale,3,70,1,1.4,0,1,0.5
2026-09-24,ragusa,city-center,4,70,0,0.0,0,0,0.0
2026-09-24,ragusa,duomo-di-san-giorgio,1,10,0,0.0,0,0,0.0
2026-09-24,ragusa,ragusa-train-station,1,25,0,0.0,0,0,0.0
2026-09-24,ravenna,dante-tomb,1,20,0,0.0,0,0,0.0
2026-09-24,ravenna,main-station,5,130,4,3.1,2,2,2.0
2026-09-24,reggio-calabria,catona,1,100,0,0.0,0,0,0.0
2026-09-24,reggio-calabria,center,4,370,2,0.5,0,2,1.0
2026-09-24,reggio-calabria,central-station,2,80,0,0.0,0,0,0.0
2026-09-24,reggio-calabria,villa-san-giovanni,2,110,0,0.0,0,0,0.0
2026-09-24,reggio-emilia,railway-station,2,75,0,0.0,0,0,0.0
2026-09-24,reggio-emilia,reggio-emilia-old-town,1,10,0,0.0,0,0,0.0
2026-09-24,rimini,bellariva,1,50,0,0.0,0,0,0.0
2026-09-24,rimini,city-center,6,102,0,0.0,0,0,0.0
2026-09-24,rimini,federico-fellini-international-airport,1,20,0,0.0,0,0,0.0
2026-09-24,rimini,federico-fellini-park,1,25,0,0.0,0,0,0.0
2026-09-24,rimini,lungomare-augusto-murri,2,40,0,0.0,0,0,0.0
2026-09-24,rimini,rimini-train-station,4,375,0,0.0,0,0,0.0
2026-09-24,rome,Municipio-Roma-X,1,30,0,0.0,0,0,0.0
2026-09-24,rome,Quartiere-IX-appio-latino,1,35,0,0.0,0,0,0.0
2026-09-24,rome,aventino,1,100,11,11.0,2,11,6.5
2026-09-24,rome,baldo-degli-ubaldi-station,2,55,4,7.3,4,0,2.0
2026-09-24,rome,bocca-della-verita,1,40,0,0.0,0,0,0.0
2026-09-24,rome,brancaccio,1,20,3,15.0,3,0,1.5
2026-09-24,rome,casal-monastero,1,100,0,0.0,0,0,0.0
2026-09-24,rome,castel-sant-angelo,4,225,19,8.4,4,15,9.5
2026-09-24,rome,castro-pretorio,1,300,0,0.0,0,0,0.0
2026-09-24,rome,cavour,2,85,2,2.4,2,0,1.0
2026-09-24,rome,ciampino,2,80,0,0.0,0,0,0.0
2026-09-24,rome,collatino,1,100,0,0.0,0,0,0.0
2026-09-24,rome,colosseum,6,205,8,3.9,5,3,4.0
2026-09-24,rome,esquilino,8,420,20,4.8,19,1,10.0
2026-09-24,rome,fiera-di-roma,1,30,4,13.3,4,0,2.0
2026-09-24,rome,finocchio,1,20,0,0.0,0,0,0.0
2026-09-24,rome,flaminio,5,165,0,0.0,0,0,0.0
2026-09-24,rome,furio-camillo,4,120,17,14.2,3,14,8.5
2026-09-24,rome,garbatella,2,70,0,0.0,0,0,0.0
2026-09-24,rome,la-rustica,1,30,0,0.0,0,0,0.0
2026-09-24,rome,labicana,1,35,0,0.0,0,0,0.0
2026-09-24,rome,largo-di-torre-argentina,1,35,0,0.0,0,0,0.0
2026-09-24,rome,laurentina,1,30,0,0.0,0,0,0.0
2026-09-24,rome,lepanto,2,60,2,3.3,1,1,1.0
2026-09-24,rome,manzoni,3,70,7,10.0,7,0,3.5
2026-09-24,rome,monti,10,445,15,3.4,8,7,7.5
2026-09-24,rome,navona,8,380,8,2.1,8,0,4.0
2026-09-24,rome,nomentana,3,105,0,0.0,0,0,0.0
2026-09-24,rome,nomentano,1,30,0,0.0,0,0,0.0
2026-09-24,rome,ostia-1,1,40,0,0.0,0,0,0.0
2026-09-24,rome,ostiense,6,470,0,0.0,0,0,0.0
2026-09-24,rome,ottaviano,5,130,10,7.7,9,1,5.0
2026-09-24,rome,pantheon,18,1352,23,1.7,21,3,12.0
2026-09-24,rome,parco-regionale-appia-antica,1,15,0,0.0,0,0,0.0
2026-09-24,rome,parioli,2,65,0,0.0,0,0,0.0
2026-09-24,rome,piazza-campo-de-fiori,4,205,0,0.0,0,0,0.0
2026-09-24,rome,piazza-del-popolo,3,215,0,0.0,0,0,0.0
2026-09-24,rome,piazza-di-san-pietro-in-vincoli,2,70,2,2.9,2,0,1.0
2026-09-24,rome,piazza-venezia,1,25,2,8.0,2,0,1.0
2026-09-24,rome,pigneto,2,70,0,0.0,0,0,0.0
2026-09-24,rome,pigneto-prenestina,1,50,0,0.0,0,0,0.0
2026-09-24,rome,porta-pinciana,1,5,0,0.0,0,0,0.0
2026-09-24,rome,porta-s-paolo,1,60,10,16.7,2,8,5.0
2026-09-24,rome,portuense,3,140,0,0.0,0,0,0.0
2026-09-24,rome,prati,6,265,8,3.0,1,7,4.0
2026-09-24,rome,primavalle,2,80,2,2.5,1,1,1.0
2026-09-24,rome,quartiere-xii-gianicolense,3,90,0,0.0,0,0,0.0
2026-09-24,rome,quartiere-xv-della-vittoria,1,20,2,10.0,2,0,1.0
2026-09-24,rome,repubblica,8,350,13,3.7,13,0,6.5
2026-09-24,rome,rione-ix-pigna,2,80,0,0.0,0,0,0.0
2026-09-24,rome,roma-stadio-olimpico,1,30,0,0.0,0,0,0.0
2026-09-24,rome,roma-vatican-museums,3,162,23,14.2,2,21,11.5
2026-09-24,rome,roman-forum,2,380,0,0.0,0,0,0.0
2026-09-24,rome,s-pietro,4,135,15,11.1,15,0,7.5
2026-09-24,rome,san-giovanni,7,700,10,1.4,1,9,5.0
2026-09-24,rome,san-lorenzo,2,30,0,0.0,0,0,0.0
2026-09-24,rome,santa-maria-maggiore,2,200,2,1.0,2,0,1.0
2026-09-24,rome,spanish-steps,2,95,0,0.0,0,0,0.0
2026-09-24,rome,st-peter-basilica,1,35,4,11.4,4,0,2.0
2026-09-24,rome,termini,34,3118,141,4.5,64,77,70.5
2026-09-24,rome,tiburtina,7,260,23,8.8,8,15,11.5
2026-09-24,rome,torre-maura,1,100,0,0.0,0,0,0.0
2026-09-24,rome,trastevere,15,760,29,3.8,10,19,14.5
2026-09-24,rome,trevi,4,235,6,2.6,4,2,3.0
2026-09-24,rome,trieste,1,300,0,0.0,0,0,0.0
2026-09-24,rome,vatican,18,797,21,2.6,8,13,10.5
2026-09-24,rome,via-del-corso,1,25,2,8.0,0,2,1.0
2026-09-24,rome,villa-borghese,1,35,0,0.0,0,0,0.0
2026-09-24,rome,vittorio-emanuele,2,70,1,1.4,1,0,0.5
2026-09-24,rovigo,rovigo-train-station,1,20,0,0.0,0,0,0.0
2026-09-24,salerno,city-centre,4,85,1,1.2,0,1,0.5
2026-09-24,salerno,rione-porto,1,20,0,0.0,0,0,0.0
2026-09-24,salerno,salerno-train-station,8,370,23,6.2,3,20,11.5
2026-09-24,sassari,city-center,1,20,0,0.0,0,0,0.0
2026-09-24,sassari,piazza-italia,1,30,0,0.0,0,0,0.0
2026-09-24,sassari,sassari-train-station,2,40,0,0.0,0,0,0.0
2026-09-24,savona,priamar-fortress,1,50,0,0.0,0,0,0.0
2026-09-24,savona,public-beach-lo-scaletto-dei-pescatori,1,20,0,0.0,0,0,0.0
2026-09-24,savona,savona-city-center,2,30,0,0.0,0,0,0.0
2026-09-24,savona,savona-port,1,20,0,0.0,0,0,0.0
2026-09-24,savona,train-station,1,20,0,0.0,0,0,0.0
2026-09-24,siena,city-center,10,342,1,0.3,0,1,0.5
2026-09-24,siena,istrice,2,70,1,1.4,1,0,0.5
2026-09-24,siena,lupa,2,55,0,0.0,0,0,0.0
2026-09-24,siena,siena-train-station,1,35,4,11.4,0,4,2.0
2026-09-24,syracuse,apollo-temple,5,100,2,2.0,0,2,1.0
2026-09-24,syracuse,arenella,1,50,0,0.0,0,0,0.0
2026-09-24,syracuse,augusta,1,20,0,0.0,0,0,0.0
2026-09-24,syracuse,station,6,270,8,3.0,3,5,4.0
2026-09-24,syracuse,syracuse-roman-amphitheater,1,25,0,0.0,0,0,0.0
2026-09-24,syracuse,yacht-lub-lakkios-marina-porto-piccolo-ortigia,1,25,0,0.0,0,0,0.0
