read_at,city,area,storage_id,name,day,hour,weekday,capacity,booked,free,status
2026-09-23 17:18,florence,campo-di-marte,6458764,Luggage Storage Artemio Franchi Stadium,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6459632,Luggage Storage Duomo of Florence,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,florence,pitti,3272,Luggage Storage near Pitti Palace,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,florence,santa-croce,6459634,Luggage Storage near Piazza della Signoria,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,florence,san-lorenzo,6661,Luggage Storage Central Market Square,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,florence,campo-di-marte,6461693,Luggage Storage Campo Marte Station,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,san-marco-florence,9349,Luggage Storage Piazza San Marco,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,florence,porta-al-prato,9343,Luggage Storage Piazzale Montelungo,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,florence,san-lorenzo,9317,Luggage Storage Via Guelfa / Mercato Centrale,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,rifredi,9286,Luggage Storage near Rifredi Railway Station,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,florence,rifredi,9282,Luggage Storage Piazza Dalmazia,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,florence,via-de-boni,8054,Luggage Storage Basilica Di San Lorenzo,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6708,Luggage Storage Piazza Della Indipendenza,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,florence,basilica-di-santo-spirito,6693,Luggage Storage near Museo Novecento,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,santa-croce,6473579,Luggage Storage near Uffizi Galleries,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,florence,santa-maria-novella,6471146,Luggage Storage Via Faenza / SMN,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,santa-maria-novella,6471100,Luggage Storage Via Sant'Antonino,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,florence,santo-spirito,6471019,Luggage Storage Palazzo Pitti,2026-09-23,18,weekday,50,1,49,read
2026-09-23 17:18,florence,san-lorenzo,6470899,Luggage Storage Mercato Centrale Firenze,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,porta-al-prato,6470874,Luggage Storage Porta al Prato,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,florence,santa-croce,6470821,Luggage Storage Santa Croce Church,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,florence,san-lorenzo,6470655,Luggage Storage San Lorenzo,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6469938,Luggage Storage near Strozzi Palace,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,santa-maria-novella,6469294,Luggage Storage San Frediano,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,florence,santa-croce,6467881,Luggage Storage near Sant'Ambrogio,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6461934,Luggage Storage Via Ghibellina,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,san-marco-florence,6461687,Luggage Storage Via Nazionale,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,santa-maria-novella,6460996,Luggage Storage Smn Station / Largo Alinari,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6460614,Luggage Storage Via Guelfa / Piazza San Marco,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,santa-croce,6460461,Luggage Storage near Museum Of Illusions Florence,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,santa-croce,6460434,Luggage Storage near Verdi Theatre,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,santa-croce,6459866,Luggage Storage near Casa Buonarroti,2026-09-23,18,weekday,30,2,28,read
2026-09-23 17:18,florence,santa-croce,6459592,Luggage Storage Via Degli Alfani,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,santo-spirito,6458479,Luggage Storage Ponte Vecchio,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,porta-al-prato,6458372,Luggage Storage Via Baracca,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,san-marco-florence,6458364,Luggage Storage Firenze San Marco,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,santa-maria-novella,6458362,Luggage Storage near Florence Train Station,2026-09-23,18,weekday,20,2,18,read
2026-09-23 17:18,florence,santa-maria-novella,6458274,Luggage Storage Via Guelfa,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,florence,santa-maria-novella,6458270,Luggage Storage Santa Maria Novella Square,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,florence,district-1,6458204,Luggage Storage San Jacopino,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,piazza-torquato-tasso,6458194,Luggage Storage Tasso Square,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,florence,porta-al-prato,6458173,Luggage Storage Porta Al Prato Railway Station,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,stazione-via-panzani,6457073,Luggage Storage Medici Chapel,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,florence-airport,6457071,Luggage Storage Via Reginaldo Giuliani,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,basilica-of-santa-maria-novella,6457002,Luggage Storage Rosselli / Florence SMN,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,florence,florence-mercato-centrale,6456979,Luggage Storage near Market Central Square,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,florence,san-niccolo,6456271,Luggage Storage Viale Amendola,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,florence,santa-croce,6456146,Luggage Storage Pietrapiana / Salvemini,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,fortezza-dal-basso,6454818,Luggage Storage Indipendenza / Ridolfi,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,santa-maria-novella,6454001,Luggage Storage near Piazza Indipendenza,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,florence,porta-al-prato,6435,Luggage Storage Piazza Della Stazione,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,florence,santa-maria-novella,5223,Luggage Storage Basilica Of Santa Maria Novella,2026-09-23,18,weekday,75,0,75,read
2026-09-23 17:18,florence,florence-city-center,4353,Luggage Storage near Sant'ambrogio Market,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,santa-maria-novella,3216,Luggage Storage San Marco Square,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,florence,scandicci,100,Luggage Storage Scandicci,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,turin,museo-pietro-micca,7213,Luggage Storage Porta Susa Railway Station,2026-09-23,18,weekday,95,2,93,read
2026-09-23 17:18,turin,egyptian-museum,3013,Luggage Storage Egyptian Museum,2026-09-23,18,weekday,75,0,75,read
2026-09-23 17:18,turin,cit-turin,332,Luggage Storage Porta Susa,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,turin,stazione-porta-nuova,8889,Luggage Storage Porta Nuova Railway Station,2026-09-23,18,weekday,110,2,108,read
2026-09-23 17:18,turin,stazione-porta-nuova,7814,Luggage Storage Porta Nuova Train Station,2026-09-23,18,weekday,55,2,53,read
2026-09-23 17:18,turin,allianz-stadium,2987,Luggage Storage Juventus Stadium,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,turin,stazione-porta-nuova,3071,Luggage Storage Porta Nuova,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,turin,quadrilatero-romano,7178,Luggage Storage Porta Susa Train Station,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,turin,piazza-castello,8894,Luggage Storage Via Xx Settembre / Bertola,2026-09-23,18,weekday,55,0,55,read
2026-09-23 17:18,turin,porta-palazzo-market,7866,Luggage Storage Santuario Della Consolata,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,turin,stazione-porta-nuova,6459711,Luggage Storage Porta Nuova / Marconi,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,turin,national-cinema-museum,6451106,Luggage Storage Mole Di Torino,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,turin,galleria-sabauda,9143,Luggage Storage Xviii Dicembre Metro Station,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,lingotto-fiere,8901,Luggage Storage Lingotto Metro Station,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,turin,palazzo-reale,8898,Luggage Storage Chapel Of The Merchants,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,turin,aurora,8891,Luggage Storage Corso Giulio Cesare / Ponte Mosca,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,piazza-vittorio-veneto,8876,Luggage Storage Chiesa Di Santa Giulia,2026-09-23,18,weekday,20,1,19,read
2026-09-23 17:18,turin,city-center,8867,Luggage Storage Via Nizza,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,turin,torino-porta-susa,8858,Luggage Storage Corso Palermo,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,torino-porta-susa,8843,Luggage Storage Re Umberto Metro Station,2026-09-23,18,weekday,35,1,34,read
2026-09-23 17:18,turin,crocetta,8687,Luggage Storage Corso Mediterraneo,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,turin,barriera-di-milano,8657,Luggage Storage Corso Giulio Cesare,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,barriera-di-milano,8654,Luggage Storage Giardino Giuseppe Saragat,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,stazione-porta-nuova,8621,Luggage Storage Borgo San Paolo,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,parco-del-valentino,7793,Luggage Storage Corso Marconi,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,stazione-porta-nuova,7760,Luggage Storage Castello Del Valentino,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,turin,stazione-porta-nuova,6473147,Luggage Storage Assietta / Porta Nuova,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,turin,stazione-porta-nuova,6473141,Luggage Storage Madama Cristina Bus Stop,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,city-center,6472386,Luggage Storage Rossini Tram Stop,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,turin,stazione-porta-nuova,6470841,Luggage Storage Piazza Madama Cristina,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,torino-porta-susa,6469902,Luggage Storage Piazza Sabotino,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,stazione-porta-nuova,6469731,Luggage Storage Porta Nuova / Saluzzo,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,turin,torino-via-roma,6469332,Luggage Storage Bertola,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,turin,santa-rita,6467968,Luggage Storage near Inalpi Arena,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,turin,quadrilatero,6467955,Luggage Storage Via Garibaldi,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,turin,lingotto,6467954,Luggage Storage Unione Sovietica / Buenos Aires,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,turin,lingotto,6467874,Luggage Storage Filadelfia / Inalpi Arena,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,turin,lingotto,6467873,Luggage Storage Caserma Morelli,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,turin,lingotto,6460332,Luggage Storage near Torino Lingotto Railway Station,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,turin,cenisia,6456139,Luggage Storage Via Monginevro,2026-09-23,18,weekday,10,3,7,read
2026-09-23 17:18,turin,piazza-statuto,6452006,Luggage Storage Torino Piazza Statuto,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,turin,cenisia,3561,Luggage Storage Cenisia,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,turin,torino-dora,3383,Luggage Storage Torino Dora,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,turin,barriera-di-milano,3023,Luggage Storage Torino Rebaudengo Fossata,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,catania-centrale,6560,Luggage Storage Catania Bus Station,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,catania,city-center,7081,Luggage Storage Fountain Of The Elephant,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,catania,city-center,3024,Luggage Storage Castello Ursino,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,catania,city-center,4344,Luggage Storage Piazza Stesicoro,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,catania,catania-centrale,6452503,Luggage Storage Catania Centrale Train Station,2026-09-23,18,weekday,30,2,28,read
2026-09-23 17:18,catania,city-center,6797,Luggage Storage Stesicoro Metro Station,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,catania,catania-centrale,7066,Luggage Storage Catania Railway Station,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,city-center,7058,Luggage Storage Monastery Of San Nicolò L'arena,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,catania,catania-centrale,6577,Luggage Storage Via Archimede,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,catania,city-center,6473509,Luggage Storage Via Lago di Nicito,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,catania,city-center,6473139,Luggage Storage Ursino Castle,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,catania,catania-airport,6471153,Luggage Storage Catania Airport Area,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,catania,city-center,6471007,Luggage Storage Piazza Federico di Svevia,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,catania,porta-garibaldi,6470901,Luggage Storage near Castello Ursino,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,catania,city-center,6470896,Luggage Storage Greek - Roman Theatre,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,catania,porta-garibaldi,6461808,Luggage Storage Piazza del Risorgimento,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,catania,borgo-sanzio,6460804,Luggage Storage near Villa Bellini,2026-09-23,18,weekday,30,1,29,read
2026-09-23 17:18,catania,borgo-sanzio,6460361,Luggage Storage near Catania Stadium,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,catania-centrale,6460060,Luggage Storage Catania Centrale Railway Station,2026-09-23,18,weekday,80,0,80,read
2026-09-23 17:18,catania,piazza-stesicoro,6459466,Luggage Storage Via Umberto I,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,city-center,6459443,Luggage Storage Catania Porta Garibaldi,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,catania,piazza-stesicoro,6459415,Luggage Storage Etnea Sangiuliano,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,city-center,6459389,Luggage Storage Vittorio Emanuele Ii / Plebiscito,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,city-center,6459381,Luggage Storage near San Cristoforo,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,city-center,6459362,Luggage Storage Catania Stadium,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,borgo-sanzio,6458945,Luggage Storage Orto Botanico di Catania,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,catania-centrale,6458943,Luggage Storage near Via Cardinale Dusmet,2026-09-23,18,weekday,20,,,unavailable
2026-09-23 17:18,catania,catania-centrale,6458942,Luggage Storage Via Vittorio Emanuele II,2026-09-23,18,weekday,20,1,19,read
2026-09-23 17:18,catania,catania-centrale,6456695,Luggage Storage Catania Bus Terminal,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,catania,university-of-catania,6456575,Luggage Storage near Teatro Massimo Bellini,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,catania,city-center,6456574,Luggage Storage Via Garibaldi,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,catania,catania-airport,6454786,Luggage Storage near Catania Airport,2026-09-23,18,weekday,50,10,40,read
2026-09-23 17:18,catania,city-center,6453899,Luggage Storage Catania Centrale,2026-09-23,18,weekday,35,5,30,read
2026-09-23 17:18,catania,catania-centrale,6452808,Luggage Storage near Catania Porto,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,catania,catania-centrale,6452780,Luggage Storage Giovanni Xxiii Metro Station,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,catania,university-of-catania,6452772,Luggage Storage Catania Porto,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,catania,city-center,6452283,Luggage Storage near Angelo Massimino Stadium,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,catania,borgo-sanzio,4210,Luggage Storage Borgo-sanzio,2026-09-23,18,weekday,150,1,149,read
2026-09-23 17:18,venice,santa-lucia-station,4896,Luggage Storage Venezia Santa Lucia Station,2026-09-23,18,weekday,140,29,111,read
2026-09-23 17:18,venice,rialto,149,Luggage Storage Rialto Bridge,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,venice,san-marco,1078,Luggage Storage San Marco,2026-09-23,18,weekday,45,0,45,read
2026-09-23 17:18,venice,santa-lucia-station,9596,Luggage Storage Venice Railway Station,2026-09-23,18,weekday,100,2,98,read
2026-09-23 17:18,venice,peggy-guggenheim-collection,4912,Luggage Storage S. Maria Del Giglio,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,venice,piazzale-roma,5722,Luggage Storage Piazzale Roma,2026-09-23,18,weekday,100,9,91,read
2026-09-23 17:18,venice,cannaregio,6292,Luggage Storage Ghetto Ebraico,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,venice,dorsoduro,4932,Luggage Storage near Ponte Degli Scalzi,2026-09-23,18,weekday,60,7,53,read
2026-09-23 17:18,venice,piazzale-roma,9579,Luggage Storage Piazzale Roma Terminal Bus,2026-09-23,18,weekday,55,3,52,read
2026-09-23 17:18,venice,biennale,4902,Luggage Storage Campo Bandiera E Moro,2026-09-23,18,weekday,50,1,49,read
2026-09-23 17:18,venice,giudecca,6452766,Luggage Storage Giudecca Palanca,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,venice,san-polo,9621,Luggage Storage Ponte San Polo,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,venice,venice-lido,9617,Luggage Storage Venezia Lido,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,venice,san-marco,9616,Luggage Storage Giardini Della Marinaressa,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,venice,city-center,9580,Luggage Storage Calle Dei Preti,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,venice,rialto,9556,Luggage Storage Basilica Dei Frari,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,venice,san-polo,6473647,Luggage Storage near Venice San Polo,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,venice,cannaregio,6472946,Luggage Storage San Geremia,2026-09-23,18,weekday,15,3,12,read
2026-09-23 17:18,venice,cannaregio,6469821,Luggage Storage near Oratory of Crociferi,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,venice,venice-castello,6469788,Luggage Storage Church of Miracoli,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,venice,accademia-gallery,6452230,Luggage Storage Zattere Ferry Terminal,2026-09-23,18,weekday,65,0,65,read
2026-09-23 17:18,venice,venice-marco-polo-airport,6452148,Luggage Storage near Venice Marco Polo Area,2026-09-23,18,weekday,45,3,42,read
2026-09-23 17:18,venice,santa-croce,5723,Luggage Storage near Giardini Papadopoli,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,venice,brondolo,5305,Luggage Storage Brondolo,2026-09-23,18,weekday,200,0,200,read
2026-09-23 17:18,venice,city-center,4914,Luggage Storage San Polo,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,venice,santa-lucia-train-station,2852,Luggage Storage near Venice Bus Station,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,bari,bari-centrale-train-station,233,Luggage Storage Bari Centrale Train Station,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,bari,basilica-san-nicola,2325,Luggage Storage St. Nicholas Cathedral,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,bari,bari-centrale-train-station,6452171,Luggage Storage Bari Centrale Station,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,bari-vecchia,6461890,Luggage Storage Basilica San Nicola,2026-09-23,18,weekday,100,2,98,read
2026-09-23 17:18,bari,bari-centrale-train-station,6455967,Luggage Storage near Castello Svevo Di Bari,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,palazzo-fizzarotti,6459578,Luggage Storage near Palazzo Fizzarotti,2026-09-23,18,weekday,30,6,24,read
2026-09-23 17:18,bari,bari-centrale-train-station,7326,Luggage Storage Bari Centrale Stazione Fs,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,bari,city-center,9646,Luggage Storage near Palazzo Mincuzzi,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,bari-centrale-train-station,9316,Luggage Storage Giardini Di Piazza Umberto I,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,old-town,8639,Luggage Storage Fortino Di Sant'Antonio,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,bari,bari-centrale-train-station,6800,Luggage Storage Bari Train Station,2026-09-23,18,weekday,60,0,60,read
2026-09-23 17:18,bari,bari-centrale-train-station,6470157,Luggage Storage Cavour - Petroni,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,bari-vecchia,6463189,Luggage Storage Crispi-Trevisani,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6462370,Luggage Storage Corso Cavour / Centrale,2026-09-23,18,weekday,20,,,unavailable
2026-09-23 17:18,bari,bari-centrale-train-station,6461837,Luggage Storage Piazza Garibaldi,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,bari,bari-centrale-train-station,6461821,Luggage Storage Sella-Crisanzio,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6460739,Luggage Storage Bari Bus Station,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6460337,Luggage Storage Piazza Umberto I / Station,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,bari-centrale-train-station,6459572,Luggage Storage Via Quintino Sella,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6459558,Luggage Storage near Pinacoteca Metropolitana,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6459542,Luggage Storage Bari Central Railway Station,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,marconi,6457603,Luggage Storage Corso Sidney Sonnino,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,bari,bari-centrale-train-station,6455905,Luggage Storage near Giardini Piazza Umberto I,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,bari,bari-centrale-train-station,6455904,Luggage Storage near Bari Central Railway Station,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,bari,bari-centrale-train-station,6455593,Luggage Storage Piccinni-Cavour,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,bari,madonnella,6455296,Luggage Storage near Corso Sydney Sonnino,2026-09-23,18,weekday,25,0,25,read
2026-09-23 17:18,bari,madonnella,6455103,Luggage Storage near Bari Marconi Station,2026-09-23,18,weekday,55,0,55,read
2026-09-23 17:18,bari,altamura,6455039,Luggage Storage Altamura St Mary'S Cathedral,2026-09-23,18,weekday,10,0,10,read
2026-09-23 17:18,bari,teatro-petruzzelli,6454961,Luggage Storage Largo Eroi Del Mare,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,bari,quartiere-umbertino,6454957,Luggage Storage Quartiere Umbertino,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,bari,marconi,6454617,Luggage Storage near Via Napoli,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,bari,city-center,5825,Luggage Storage Petruzzelli Opera House,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,bari,city-center,5657,Luggage Storage Bari City Center,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,bari,teatro-petruzzelli,5234,Luggage Storage near Teatro Petruzzelli,2026-09-23,18,weekday,60,0,60,read
2026-09-23 17:18,bari,bari-centrale-train-station,3515,Luggage Storage Piazza Umberto I,2026-09-23,18,weekday,15,0,15,read
2026-09-23 17:18,bari,city-center,3420,Luggage Storage City Hall,2026-09-23,18,weekday,20,6,14,read
2026-09-23 17:18,bari,bari-centrale-train-station,2652,Luggage Storage Bari Railway Station,2026-09-23,18,weekday,300,0,300,read
2026-09-23 17:18,bari,fiera-del-levante,1377,Luggage Storage Via Napoli,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,palermo,palermo-centrale,6517,Luggage Storage Palermo Train Station,2026-09-23,18,weekday,82,7,75,read
2026-09-23 17:18,palermo,palermo-centrale,7233,Luggage Storage Palermo Central Station,2026-09-23,18,weekday,45,5,40,read
2026-09-23 17:18,palermo,palermo-city-center,2520,Luggage Storage Aragona Square,2026-09-23,18,weekday,40,0,40,read
2026-09-23 17:18,palermo,port-palermo,9162,Luggage Storage Palermo Notarbartolo Railway Station,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,palermo,palazzo-comitini,7142,Luggage Storage Church Of San Cataldo,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,palermo,palermo-city-center,7123,Luggage Storage Monte Di Pietà,2026-09-23,18,weekday,30,0,30,read
2026-09-23 17:18,palermo,palermo-city-center,7040,Luggage Storage Chiesa Del Gesù Di Casa Professa,2026-09-23,18,weekday,45,0,45,read
2026-09-23 17:18,palermo,port-palermo,6742,Luggage Storage Palermo Port,2026-09-23,18,weekday,100,0,100,read
2026-09-23 17:18,palermo,port-palermo,6473031,Luggage Storage near Albero Falcone,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,palermo,settecannoli,6472361,Luggage Storage Settecannoli / Romagnolo,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,palermo,fiera,6469236,Luggage Storage Isola delle Femmine,2026-09-23,18,weekday,50,0,50,read
2026-09-23 17:18,palermo,historical-centre-of-palermo,6461679,Luggage Storage Palermo Old Town,2026-09-23,18,weekday,35,0,35,read
2026-09-23 17:18,palermo,mondello,6460855,Luggage Storage Mondello Port,2026-09-23,18,weekday,20,0,20,read
2026-09-23 17:18,palermo,piazza-verdi,6460692,Luggage Storage near Piazza Verdi,2026-09-23,18,weekday,40,1,39,read
2026-09-23 17:18,palermo,mont-di-pieta,6460282,Luggage Storage near Palermo Teatro Massimo,2026-09-23,18,weekday,20,0,20,read
