spot_id,city,lat,lng,area,source
02d815eb-df2d-43f7-9c52-64001b0c9cc1,rome,41.8814616,12.512587,Quartiere-IX-appio-latino,radical
b2a389ac-8828-4764-8fa6-f5d61bbef9a2,rome,41.90972173162944,12.44826342539547,vatican,radical
456d7e6c-4ed1-4251-90d4-264caeec29fb,rome,41.8757279,12.5285821,furio-camillo,radical
c0239c58-47e6-48f8-8e51-95bea7693490,rome,41.8973641,12.4820041,pantheon,radical
ee8dbffe-41ea-4116-829d-f9cc2dc3141c,rome,41.89896310009888,12.502928268687546,termini,radical
b0830441-cc28-4d79-9aa2-311684bba482,rome,41.88681193301859,12.507589520557206,san-giovanni,radical
ba9b7c2e-bc62-46a8-b717-c0fd9e2b82a0,rome,41.90545849999999,12.5040132,termini,radical
4bf22591-5336-483b-a917-80a5556c4fc4,rome,41.908395820050636,12.518112899999982,nomentano,radical
0d6b0c50-0038-42eb-aa86-c99538065f5b,rome,41.7335224,12.2784351,ostia-1,radical
631e9097-ba93-4421-ab8d-426d4a20848c,rome,41.88138530917027,12.50161643931103,furio-camillo,radical
e38d9eea-0b66-4c0a-ae16-ec487c1469eb,rome,41.8790797,12.5080284,furio-camillo,radical
2e184331-f605-44e0-bdc3-7fc05319c227,rome,41.9097539,12.4664121,prati,radical
d47c18d6-d8b4-4203-8a83-78eeb18f91a9,rome,41.8970931,12.477269,pantheon,radical
f7b8fd4a-05fa-4581-927b-9a6f61196a6e,rome,41.853357,12.5907363,torre-maura,radical
75a4a576-c404-4b3b-8e72-eef5f9bf5232,rome,41.89915219999999,12.499554900000021,termini,radical
8add7dc5-1fd5-44ea-b7e5-c4a335bf1e7e,rome,41.8879408,12.4949565,colosseum,radical
0ffac5bf-5a11-415c-be88-690d586887fb,rome,41.894767,12.472268,piazza-campo-de-fiori,radical
43681017-24bb-4465-8ead-81733ff02bc8,rome,41.9093243,12.4541317,ottaviano,radical
e2f9d7ae-5dfc-4f84-ab83-826a61600695,rome,41.8814708,12.4858411,trastevere,radical
21496092-6732-4765-b38f-1f170d88fb99,rome,41.905826,12.4450851,vatican,radical
d99d88be-4c68-4265-9ee1-1c4e359552ce,rome,41.9006913,12.4817811,rione-ix-pigna,radical
0736c1e8-e56e-4545-931d-9454ef300644,rome,41.894584,12.4809204,piazza-venezia,radical
d7e11044-fd0b-4260-bb6a-cd4c5d42ccf6,rome,41.9079731,12.5396616,tiburtina,radical
b4744ee7-222e-4edb-9884-cfa1bd488d8c,rome,41.8668991,12.5029617,parco-regionale-appia-antica,radical
8a4b96d8-8418-4380-806f-e287f15804a7,rome,41.883073,12.4570909,quartiere-xii-gianicolense,radical
e9e5bf94-960c-4515-9753-60d28fc2a3bb,rome,41.9297868,12.4655767,roma-stadio-olimpico,radical
1614d434-ae09-4cff-9221-b9e87b707a2f,rome,41.9130077,12.519589,tiburtina,radical
6194c0dc-aab1-4f6b-9a3a-c24fb7c0ce36,rome,41.9016715,12.5037849,termini,radical
29350a88-7442-4dda-a6a5-7ae23e93aaa0,rome,41.89520539999999,12.4775661,rione-ix-pigna,radical
58fd3ff0-957d-4fb9-9801-a2ddcfc24184,rome,41.9503216,12.5182028,nomentana,radical
67a559b1-157a-4b65-bbf3-d490f23a4d3c,rome,41.9090072,12.449966,vatican,radical
9b09cb7b-ab63-4a04-bc08-0f68856e3473,rome,41.8677442,12.4855878,ostiense,radical
17a3aad7-8532-41f6-96c7-24fde9018458,rome,41.9137504,12.456266,ottaviano,radical
0235d0dd-d1e8-40a0-9a73-40f5f4363f0a,rome,41.9069017,12.4568175,vatican,radical
70926489-efa3-4e80-a622-b67ea40b55c4,rome,41.8984598,12.4909394,monti,radical
d0fcae55-7f25-4c3a-bc79-28a7434c90b8,rome,41.9094262,12.4985404,termini,radical
a708e061-24bb-48e4-ac00-88d1383e39ef,rome,41.8785737,12.4665342,trastevere,radical
0991feb4-8823-4abe-9038-f5264933f768,rome,41.9086838,12.4775693,piazza-del-popolo,radical
16746bee-c507-4cb7-8a52-9aa84cf13685,rome,41.8955027,12.5142557,san-lorenzo,radical
2f9bf5a6-7f97-4d19-8c25-d3d4ef7baad0,rome,41.9085839,12.4555461,vatican,radical
5466ff30-e8b0-4cd4-b141-72b5a6c19f48,rome,41.8720495,12.4796574,garbatella,radical
cfccf44b-bb66-456e-9de6-9363828d7fec,rome,41.8659981,12.4867694,garbatella,radical
42e4dd9e-1be3-4440-bf0a-08d8b8a9c772,rome,41.8653674,12.4701746,trastevere,radical
927eea3d-a392-4b18-b940-6499c9c34ad4,rome,41.8974952,12.4786334,pantheon,radical
