key,area,city_osm,source
"41.4798,12.6691",,,unknown
"41.4883,12.6698",,,unknown
"41.5005,12.6223",,,unknown
"41.5051,12.5849",,,unknown
"41.5652,12.5389",,,unknown
"41.5878,12.6385",,,unknown
"41.5914,12.6491",,,unknown
"41.5920,12.6442",,,unknown
"41.5927,12.6517",,,unknown
"41.5944,12.6560",,,unknown
"41.5988,12.6751",,,unknown
"41.6073,12.5434",,,unknown
"41.6085,12.7614",,,unknown
"41.6138,12.5542",,,unknown
"41.6163,12.5345",,,unknown
"41.6229,12.4602",,,unknown
"41.6307,12.4951",,,unknown
"41.6354,12.4448",,,unknown
"41.6527,13.0392",,,unknown
"41.6683,12.5000",,,unknown
"41.6689,12.4930",,,unknown
"41.6744,12.4989",,,unknown
"41.6780,12.7814",,,unknown
"41.6805,12.7765",,,unknown
"41.6812,12.5089",,,unknown
"41.6894,12.7893",,,unknown
"41.7046,12.6910",,,unknown
"41.7092,12.6449",,,unknown
"41.7246,12.6121",,,unknown
"41.7255,12.6621",,,unknown
"41.7260,13.0080",,,unknown
"41.7279,12.6552",,,unknown
"41.7284,12.2921",,,unknown
"41.7324,12.2767",,,unknown
"41.7332,12.2863",,,unknown
"41.7335,12.2784",,,unknown
"41.7337,12.2904",,,unknown
"41.7346,12.2795",,,unknown
"41.7360,12.2781",,,unknown
"41.7369,12.2585",,,unknown
"41.7372,13.1173",,,unknown
"41.7385,12.2728",,,unknown
"41.7386,12.2847",,,unknown
"41.7453,12.3455",,,unknown
"41.7512,12.3611",,,unknown
"41.7515,12.3561",,,unknown
"41.7578,12.3678",,,unknown
"41.7641,12.2283",,,unknown
"41.7653,12.2304",,,unknown
"41.7735,12.3582",,,unknown
"41.7737,12.6071",,,unknown
"41.7750,12.9217",,,unknown
"41.7755,12.6104",,,unknown
"41.7764,12.9144",,,unknown
"41.7797,12.2386",,,unknown
"41.7811,12.4411",,,unknown
"41.7880,12.3467",,,unknown
"41.7884,12.6109",,,unknown
"41.7894,12.8232",,,unknown
"41.7905,12.6159",,,unknown
"41.7905,12.6662",,,unknown
"41.7912,12.4386",,,unknown
"41.7965,12.4309",,,unknown
"41.7970,12.2978",,,unknown
"41.7986,12.6039",,,unknown
"41.7986,12.6041",,,unknown
"41.8011,12.5995",,,unknown
"41.8012,12.5982",,,unknown
"41.8025,12.6004",,,unknown
"41.8033,12.5988",Ciampino,Ciampino,osm
"41.8042,12.5964",,,unknown
"41.8045,12.2199",,,unknown
"41.8059,13.0563",,,unknown
"41.8100,12.6810",,,unknown
"41.8114,12.4847",,,unknown
"41.8125,12.7165",,,unknown
"41.8132,12.4736",,,unknown
"41.8183,12.6159",,,unknown
"41.8198,12.2108",,,unknown
"41.8222,12.3939",,,unknown
"41.8228,12.8026",,,unknown
"41.8240,12.7951",,,unknown
"41.8294,12.4727",,,unknown
"41.8312,12.8800",,,unknown
"41.8342,12.7564",,,unknown
"41.8363,12.8327",,,unknown
"41.8374,12.5814",,,unknown
"41.8389,12.8750",,,unknown
"41.8450,12.4359",,,unknown
"41.8454,12.4808",,,unknown
"41.8522,12.5899",,,unknown
"41.8534,12.5907",,,unknown
"41.8545,12.4961",,,unknown
"41.8550,12.4788",,,unknown
"41.8553,12.4811",,,unknown
"41.8582,12.4895",,,unknown
"41.8583,12.4197",,,unknown
"41.8594,12.5666",,,unknown
"41.8595,12.4569",,,unknown
"41.8617,12.5556",,,unknown
"41.8627,12.4988",,,unknown
"41.8630,12.5529",,,unknown
"41.8635,12.4588",,,unknown
"41.8638,12.6956",,,unknown
"41.8640,12.4731",,,unknown
"41.8641,12.4464",,,unknown
"41.8641,12.4663",,,unknown
"41.8644,12.4749",,,unknown
"41.8645,12.4732",,,unknown
"41.8648,12.4855",,,unknown
"41.8649,12.5319",,,unknown
"41.8650,12.4740",,,unknown
"41.8653,12.5405",,,unknown
"41.8654,12.4702",,,unknown
"41.8655,12.4950",,,unknown
"41.8660,12.4868",,,unknown
"41.8669,12.5030",,,unknown
"41.8674,12.4655",,,unknown
"41.8675,12.4694",,,unknown
"41.8676,12.4693",,,unknown
"41.8677,12.4856",,,unknown
"41.8680,12.4902",,,unknown
"41.8681,12.5287",,,unknown
"41.8686,12.4678",,,unknown
"41.8688,12.5310",,,unknown
"41.8693,12.4628",,,unknown
"41.8701,12.4486",,,unknown
"41.8701,12.4848",Municipio Roma VIII,Roma,osm
"41.8711,12.4803",Municipio Roma VIII,Roma,osm
"41.8711,12.5801",,,unknown
"41.8712,12.4679",,,unknown
"41.8716,12.4825",,,unknown
"41.8717,12.4838",,,unknown
"41.8719,12.4804",,,unknown
"41.8719,12.8192",,,unknown
"41.8720,12.4797",,,unknown
"41.8722,12.4597",,,unknown
"41.8727,12.4603",,,unknown
"41.8727,12.4805",,,unknown
"41.8733,12.4662",,,unknown
"41.8734,12.4449",,,unknown
"41.8735,12.4684",,,unknown
"41.8739,12.5214",,,unknown
"41.8743,12.4661",,,unknown
"41.8748,12.4809",Municipio Roma VIII,Roma,osm
"41.8749,12.4467",,,unknown
"41.8749,12.4579",,,unknown
"41.8752,12.4800",,,unknown
"41.8754,12.4661",,,unknown
"41.8757,12.5286",,,unknown
"41.8759,12.5242",,,unknown
"41.8762,12.4539",,,unknown
"41.8766,12.4256",,,unknown
"41.8766,12.4486",,,unknown
"41.8770,12.4741",,,unknown
"41.8773,12.5248",,,unknown
"41.8778,12.5155",,,unknown
"41.8782,12.5055",,,unknown
"41.8782,12.5159",,,unknown
"41.8784,12.4828",,,unknown
"41.8785,12.4665",Municipio Roma XII,Roma,osm
"41.8786,12.4665",,,unknown
"41.8791,12.5080",,,unknown
"41.8792,12.5406",,,unknown
"41.8792,12.5521",,,unknown
"41.8798,12.5209",,,unknown
"41.8799,12.4781",,,unknown
"41.8800,12.4769",,,unknown
"41.8804,12.5137",,,unknown
"41.8805,12.4733",,,unknown
"41.8810,12.4555",,,unknown
"41.8813,12.5095",,,unknown
"41.8814,12.5016",,,unknown
"41.8814,12.5079",,,unknown
"41.8815,12.4858",,,unknown
"41.8815,12.5126",,,unknown
"41.8819,12.4808",,,unknown
"41.8831,12.4571",,,unknown
"41.8832,12.4558",,,unknown
"41.8833,12.4873",,,unknown
"41.8835,12.5195",,,unknown
"41.8835,12.5666",,,unknown
"41.8836,12.5192",Municipio Roma VII,Roma,osm
"41.8850,12.4727",,,unknown
"41.8850,12.5110",Municipio Roma VII,Roma,osm
"41.8850,12.5122",,,unknown
"41.8850,12.5150",,,unknown
"41.8859,12.4693",,,unknown
"41.8860,12.4713",,,unknown
"41.8861,12.4726",,,unknown
"41.8862,12.5179",,,unknown
"41.8864,12.4692",,,unknown
"41.8868,12.5076",,,unknown
"41.8868,12.5088",Municipio Roma I,Roma,osm
"41.8868,12.5102",,,unknown
"41.8869,12.5087",,,unknown
"41.8870,12.5074",,,unknown
"41.8870,12.5366",,,unknown
"41.8871,12.4676",,,unknown
"41.8872,12.4686",,,unknown
"41.8872,12.4735",,,unknown
"41.8873,12.5107",,,unknown
"41.8875,12.4702",Municipio Roma I,Roma,osm
"41.8875,12.5056",,,unknown
"41.8878,12.4842",,,unknown
"41.8879,12.4950",,,unknown
"41.8881,12.4836",,,unknown
"41.8883,12.4963",,,unknown
"41.8884,12.4780",,,unknown
"41.8885,12.4739",,,unknown
"41.8886,12.4961",,,unknown
"41.8887,12.4710",,,unknown
"41.8887,12.5074",,,unknown
"41.8890,12.4744",,,unknown
"41.8891,12.4939",,,unknown
"41.8892,12.4940",Municipio Roma I,Roma,osm
"41.8892,12.5071",,,unknown
"41.8893,12.4712",,,unknown
"41.8893,12.4756",,,unknown
"41.8893,12.4958",,,unknown
"41.8893,12.5071",,,unknown
"41.8894,12.4712",,,unknown
"41.8895,12.4962",,,unknown
"41.8895,12.5004",Municipio Roma I,Roma,osm
"41.8895,12.5069",,,unknown
"41.8897,12.4956",,,unknown
"41.8897,12.4996",,,unknown
"41.8898,12.4988",,,unknown
"41.8898,12.4993",,,unknown
"41.8899,12.4946",,,unknown
"41.8899,12.4947",,,unknown
"41.8901,12.5060",,,unknown
"41.8901,12.5061",Municipio Roma I,Roma,osm
"41.8903,12.5228",,,unknown
"41.8904,12.5280",,,unknown
"41.8907,12.5261",,,unknown
"41.8907,12.5263",,,unknown
"41.8908,12.5000",,,unknown
"41.8909,12.5648",,,unknown
"41.8911,12.4690",Municipio Roma I,Roma,osm
"41.8913,12.5193",,,unknown
"41.8913,12.5194",,,unknown
"41.8913,12.5195",,,unknown
"41.8917,12.5139",,,unknown
"41.8918,12.4687",,,unknown
"41.8918,12.5138",,,unknown
"41.8919,12.5145",,,unknown
"41.8921,12.5047",,,unknown
"41.8923,12.5047",,,unknown
"41.8926,12.4808",,,unknown
"41.8927,12.4754",,,unknown
"41.8927,12.4928",,,unknown
"41.8929,12.5050",,,unknown
"41.8929,12.5135",,,unknown
"41.8930,12.4890",,,unknown
"41.8931,12.4726",,,unknown
"41.8934,12.4887",,,unknown
"41.8935,12.4892",,,unknown
"41.8936,12.4891",Municipio Roma I,Roma,osm
"41.8939,12.4760",,,unknown
"41.8939,12.4773",,,unknown
"41.8941,12.4906",,,unknown
"41.8942,12.4739",,,unknown
"41.8942,12.4894",,,unknown
"41.8943,12.4740",Municipio Roma I,Roma,osm
"41.8943,12.4742",,,unknown
"41.8943,12.4811",,,unknown
"41.8944,12.4742",,,unknown
"41.8944,12.4910",,,unknown
"41.8944,12.5017",,,unknown
"41.8945,12.5081",,,unknown
"41.8946,12.4809",,,unknown
"41.8946,12.5067",,,unknown
"41.8947,12.5068",,,unknown
"41.8948,12.4723",Municipio Roma I,Roma,osm
"41.8948,12.5015",,,unknown
"41.8949,12.4991",,,unknown
"41.8949,12.4992",,,unknown
"41.8951,12.4760",Municipio Roma I,Roma,osm
"41.8951,12.5092",,,unknown
"41.8952,12.4394",,,unknown
"41.8952,12.4774",,,unknown
"41.8952,12.4775",,,unknown
"41.8952,12.4776",,,unknown
"41.8953,12.4457",,,unknown
"41.8953,12.4741",,,unknown
"41.8953,12.4932",,,unknown
"41.8955,12.4699",,,unknown
"41.8955,12.5143",,,unknown
"41.8957,12.4730",,,unknown
"41.8957,12.5012",,,unknown
"41.8958,12.4777",,,unknown
"41.8958,12.4785",,,unknown
"41.8958,12.5014",,,unknown
"41.8959,12.4486",,,unknown
"41.8959,12.4782",,,unknown
"41.8959,12.5049",,,unknown
"41.8960,12.4538",,,unknown
"41.8960,12.4540",,,unknown
"41.8960,12.4948",,,unknown
"41.8961,12.4726",,,unknown
"41.8962,12.4322",,,unknown
"41.8962,12.4758",,,unknown
"41.8963,12.4947",,,unknown
"41.8963,12.4950",,,unknown
"41.8963,12.4951",,,unknown
"41.8964,12.4787",,,unknown
"41.8964,12.4906",,,unknown
"41.8965,12.4754",,,unknown
"41.8965,12.4755",,,unknown
"41.8965,12.4950",,,unknown
"41.8965,12.5150",,,unknown
"41.8966,12.4558",,,unknown
"41.8966,12.4747",Municipio Roma I,Roma,osm
"41.8966,12.4809",,,unknown
"41.8966,12.5004",,,unknown
"41.8966,12.5021",,,unknown
"41.8967,12.4955",,,unknown
"41.8969,12.4947",,,unknown
"41.8969,12.4957",,,unknown
"41.8970,12.4854",,,unknown
"41.8971,12.4773",,,unknown
"41.8972,12.4773",,,unknown
"41.8972,12.4900",,,unknown
"41.8973,12.4319",,,unknown
"41.8973,12.4514",,,unknown
"41.8973,12.4743",,,unknown
"41.8974,12.4820",,,unknown
"41.8974,12.4949",,,unknown
"41.8975,12.4786",,,unknown
"41.8976,12.4330",,,unknown
"41.8976,12.4832",,,unknown
"41.8976,12.4833",,,unknown
"41.8977,12.4971",,,unknown
"41.8977,12.4972",,,unknown
"41.8977,12.5020",,,unknown
"41.8977,12.5035",,,unknown
"41.8977,12.5048",,,unknown
"41.8978,12.4567",,,unknown
"41.8979,12.4751",Municipio Roma I,Roma,osm
"41.8979,12.4963",,,unknown
"41.8980,12.4968",,,unknown
"41.8981,12.4713",,,unknown
"41.8981,12.4796",,,unknown
"41.8982,12.4566",Municipio Roma XIII,Roma,osm
"41.8982,12.5012",,,unknown
"41.8984,12.4703",,,unknown
"41.8984,12.4756",,,unknown
"41.8984,12.4908",,,unknown
"41.8984,12.4999",,,unknown
"41.8985,12.4827",,,unknown
"41.8985,12.4909",,,unknown
"41.8986,12.4328",,,unknown
"41.8986,12.4774",,,unknown
"41.8986,12.5019",,,unknown
"41.8987,12.5007",,,unknown
"41.8987,12.5152",,,unknown
"41.8987,12.5639",,,unknown
"41.8988,12.4991",,,unknown
"41.8989,12.5151",,,unknown
"41.8990,12.4270",,,unknown
"41.8990,12.4671",,,unknown
"41.8990,12.5017",,,unknown
"41.8990,12.5029",,,unknown
"41.8991,12.4727",,,unknown
"41.8991,12.5006",,,unknown
"41.8992,12.4734",,,unknown
"41.8992,12.4996",,,unknown
"41.8992,12.5014",,,unknown
"41.8992,12.5156",,,unknown
"41.8993,12.4710",,,unknown
"41.8993,12.4719",,,unknown
"41.8994,12.4342",,,unknown
"41.8994,12.4756",Municipio Roma I,Roma,osm
"41.8994,12.4820",,,unknown
"41.8994,12.5005",,,unknown
"41.8995,12.4950",,,unknown
"41.8995,12.5366",,,unknown
"41.8996,12.4662",,,unknown
"41.8996,12.4805",,,unknown
"41.8996,12.5016",,,unknown
"41.8997,12.4362",,,unknown
"41.8997,12.4541",,,unknown
"41.8997,12.4661",,,unknown
"41.8997,12.4919",,,unknown
"41.8997,12.5005",,,unknown
"41.8997,12.5011",,,unknown
"41.8997,12.5012",,,unknown
"41.8998,12.4199",,,unknown
"41.8999,12.4520",Municipio Roma XIII,Roma,osm
"41.8999,12.4521",,,unknown
"41.8999,12.4527",,,unknown
"41.8999,12.4530",,,unknown
"41.8999,12.4532",,,unknown
"41.8999,12.4646",,,unknown
"41.8999,12.4949",,,unknown
"41.8999,12.5003",Municipio Roma I,Roma,osm
"41.9000,12.4550",,,unknown
"41.9000,12.4723",,,unknown
"41.9000,12.4755",,,unknown
"41.9000,12.4759",,,unknown
"41.9000,12.4917",,,unknown
"41.9000,12.4952",,,unknown
"41.9000,12.5013",Municipio Roma I,Roma,osm
"41.9001,12.4553",,,unknown
"41.9001,12.4554",,,unknown
"41.9001,12.4777",,,unknown
"41.9001,12.4944",,,unknown
"41.9002,12.4653",,,unknown
"41.9002,12.5006",,,unknown
"41.9003,12.5002",Municipio Roma I,Roma,osm
"41.9005,12.4268",,,unknown
"41.9005,12.4277",,,unknown
"41.9005,12.4691",,,unknown
"41.9005,12.4792",,,unknown
"41.9007,12.4657",,,unknown
"41.9007,12.4818",,,unknown
"41.9008,12.4838",,,unknown
"41.9013,12.4805",Municipio Roma I,Roma,osm
"41.9013,12.4921",,,unknown
"41.9013,12.5042",,,unknown
"41.9014,12.4153",,,unknown
"41.9014,12.4826",,,unknown
"41.9016,12.4804",,,unknown
"41.9017,12.4972",,,unknown
"41.9017,12.5036",Municipio Roma I,Roma,osm
"41.9017,12.5038",Municipio Roma I,Roma,osm
"41.9018,12.4734",,,unknown
"41.9018,12.4973",,,unknown
"41.9018,12.5033",Municipio Roma I,Roma,osm
"41.9019,12.4400",,,unknown
"41.9019,12.4975",,,unknown
"41.9019,12.5041",,,unknown
"41.9019,12.5042",Municipio Roma I,Roma,osm
"41.9021,12.4375",,,unknown
"41.9021,12.4957",Municipio Roma I,Roma,osm
"41.9022,12.4758",Municipio Roma I,Roma,osm
"41.9022,12.5045",,,unknown
"41.9022,12.5048",,,unknown
"41.9023,12.4738",Municipio Roma I,Roma,osm
"41.9023,12.4856",Municipio Roma I,Roma,osm
"41.9023,12.4870",,,unknown
"41.9023,12.5038",,,unknown
"41.9025,12.4779",,,unknown
"41.9025,12.4848",,,unknown
"41.9028,12.4585",,,unknown
"41.9030,12.5027",,,unknown
"41.9030,12.5047",,,unknown
"41.9031,12.4934",,,unknown
"41.9032,12.4862",,,unknown
"41.9033,12.5041",,,unknown
"41.9034,12.4825",,,unknown
"41.9035,12.2843",,,unknown
"41.9035,12.4578",,,unknown
"41.9035,12.4800",,,unknown
"41.9036,12.4582",,,unknown
"41.9036,12.4583",,,unknown
"41.9037,12.5898",,,unknown
"41.9038,12.3932",,,unknown
"41.9038,12.4812",,,unknown
"41.9039,12.4872",Municipio Roma I,Roma,osm
"41.9039,12.5006",,,unknown
"41.9039,12.5016",Municipio Roma I,Roma,osm
"41.9041,12.4625",,,unknown
"41.9043,12.4593",,,unknown
"41.9043,12.4829",,,unknown
"41.9043,12.4997",,,unknown
"41.9045,12.4900",,,unknown
"41.9045,12.5002",,,unknown
"41.9047,12.4715",,,unknown
"41.9047,12.4999",,,unknown
"41.9049,12.4457",,,unknown
"41.9051,12.4684",,,unknown
"41.9051,12.4991",,,unknown
"41.9053,12.4169",,,unknown
"41.9053,12.4682",,,unknown
"41.9054,12.4484",,,unknown
"41.9055,12.5040",,,unknown
"41.9056,12.4632",,,unknown
"41.9058,12.4451",,,unknown
"41.9058,12.4466",,,unknown
"41.9058,12.4734",,,unknown
"41.9062,12.4784",,,unknown
"41.9062,12.4799",,,unknown
"41.9062,12.5872",,,unknown
"41.9062,12.6849",,,unknown
"41.9065,12.4818",,,unknown
"41.9065,12.5010",,,unknown
"41.9066,12.4439",,,unknown
"41.9066,12.4502",Municipio Roma I,Roma,osm
"41.9066,12.5168",,,unknown
"41.9067,12.4524",,,unknown
"41.9067,12.5361",,,unknown
"41.9068,12.4448",,,unknown
"41.9069,12.4137",,,unknown
"41.9069,12.4526",,,unknown
"41.9069,12.4568",,,unknown
"41.9069,12.5165",,,unknown
"41.9070,12.4444",Municipio Roma I,Roma,osm
"41.9070,12.4589",,,unknown
"41.9070,12.4780",Municipio Roma I,Roma,osm
"41.9070,12.5370",,,unknown
"41.9071,12.4170",,,unknown
"41.9071,12.4443",,,unknown
"41.9071,12.5381",,,unknown
"41.9072,12.4456",,,unknown
"41.9072,12.4541",,,unknown
"41.9072,12.4566",Municipio Roma I,Roma,osm
"41.9072,12.4588",,,unknown
"41.9074,12.4528",,,unknown
"41.9074,12.4563",,,unknown
"41.9074,12.4569",,,unknown
"41.9075,12.4543",Municipio Roma I,Roma,osm
"41.9075,12.4570",,,unknown
"41.9075,12.4699",,,unknown
"41.9075,12.4896",,,unknown
"41.9076,12.4503",,,unknown
"41.9076,12.4558",Municipio Roma I,Roma,osm
"41.9076,12.4663",,,unknown
"41.9076,12.4664",,,unknown
"41.9077,12.4553",,,unknown
"41.9077,12.4704",,,unknown
"41.9077,12.4992",,,unknown
"41.9079,12.4462",,,unknown
"41.9079,12.4611",,,unknown
"41.9079,12.4886",,,unknown
"41.9080,12.4538",,,unknown
"41.9080,12.4636",,,unknown
"41.9080,12.5397",,,unknown
"41.9082,12.4678",,,unknown
"41.9084,12.4538",,,unknown
"41.9084,12.4600",Municipio Roma I,Roma,osm
"41.9084,12.5181",,,unknown
"41.9085,12.4556",,,unknown
"41.9085,12.4583",,,unknown
"41.9085,12.4974",,,unknown
"41.9086,12.4555",,,unknown
"41.9087,12.4776",,,unknown
"41.9087,12.4883",Municipio Roma I,Roma,osm
"41.9087,12.4884",,,unknown
"41.9087,12.4904",,,unknown
"41.9087,12.5482",,,unknown
"41.9088,12.4563",,,unknown
"41.9088,12.4617",,,unknown
"41.9088,12.4772",,,unknown
"41.9089,12.5246",,,unknown
"41.9090,12.4500",,,unknown
"41.9090,12.4575",,,unknown
"41.9090,12.4607",,,unknown
"41.9091,12.4521",,,unknown
"41.9091,12.4542",,,unknown
"41.9091,12.5216",,,unknown
"41.9092,12.4536",,,unknown
"41.9093,12.4541",,,unknown
"41.9093,12.4941",,,unknown
"41.9094,12.4985",,,unknown
"41.9094,12.5463",,,unknown
"41.9097,12.4483",,,unknown
"41.9097,12.4577",,,unknown
"41.9098,12.4664",,,unknown
"41.9099,12.4978",,,unknown
"41.9099,12.5228",,,unknown
"41.9099,12.5399",,,unknown
"41.9100,12.5282",Nomentano,Roma,osm
"41.9102,12.5287",,,unknown
"41.9104,12.5001",,,unknown
"41.9105,12.5290",Nomentano,Roma,osm
"41.9106,12.4549",,,unknown
"41.9108,12.4496",,,unknown
"41.9110,12.4550",,,unknown
"41.9112,12.5715",,,unknown
"41.9115,12.5042",,,unknown
"41.9115,12.5358",,,unknown
"41.9117,12.4434",,,unknown
"41.9117,12.4548",,,unknown
"41.9118,12.5265",,,unknown
"41.9118,12.5268",,,unknown
"41.9119,12.3511",,,unknown
"41.9120,12.4755",,,unknown
"41.9120,12.6047",,,unknown
"41.9121,12.5248",,,unknown
"41.9122,12.4761",,,unknown
"41.9123,12.4750",,,unknown
"41.9124,12.4763",,,unknown
"41.9125,12.4757",Flaminio,Roma,osm
"41.9128,12.4538",,,unknown
"41.9128,12.4984",,,unknown
"41.9129,12.5065",,,unknown
"41.9130,12.5196",,,unknown
"41.9133,12.4054",,,unknown
"41.9133,12.4510",,,unknown
"41.9135,12.5070",,,unknown
"41.9136,12.4750",,,unknown
"41.9138,12.4563",,,unknown
"41.9140,12.4499",,,unknown
"41.9142,12.6109",,,unknown
"41.9148,12.5041",,,unknown
"41.9154,12.4560",,,unknown
"41.9159,12.5462",Municipio Roma IV,Roma,osm
"41.9161,12.3742",,,unknown
"41.9161,12.5595",,,unknown
"41.9162,12.3719",,,unknown
"41.9164,12.4954",,,unknown
"41.9167,12.4614",,,unknown
"41.9172,12.4559",,,unknown
"41.9188,12.7260",,,unknown
"41.9195,12.2395",,,unknown
"41.9197,12.4600",,,unknown
"41.9198,12.5253",,,unknown
"41.9206,12.3647",,,unknown
"41.9208,12.7242",,,unknown
"41.9210,12.4719",,,unknown
"41.9220,12.4582",,,unknown
"41.9222,12.5039",,,unknown
"41.9223,12.4585",,,unknown
"41.9228,12.4415",,,unknown
"41.9233,12.4366",,,unknown
"41.9234,12.4702",,,unknown
"41.9260,12.4816",,,unknown
"41.9274,12.4634",,,unknown
"41.9275,12.5237",,,unknown
"41.9285,12.4231",,,unknown
"41.9287,12.4567",,,unknown
"41.9290,12.4915",,,unknown
"41.9293,12.5229",,,unknown
"41.9295,12.5598",,,unknown
"41.9296,12.5118",,,unknown
"41.9296,12.5120",,,unknown
"41.9298,12.4656",,,unknown
"41.9303,12.4646",,,unknown
"41.9307,12.5217",,,unknown
"41.9310,12.4663",,,unknown
"41.9311,12.4655",,,unknown
"41.9313,12.4214",,,unknown
"41.9313,12.4657",,,unknown
"41.9317,12.4656",Flaminio,Roma,osm
"41.9324,12.4657",,,unknown
"41.9343,12.5299",,,unknown
"41.9373,12.5568",,,unknown
"41.9376,12.4702",,,unknown
"41.9382,12.5353",,,unknown
"41.9395,12.3790",,,unknown
"41.9420,12.5527",,,unknown
"41.9422,12.5218",,,unknown
"41.9422,12.5486",,,unknown
"41.9436,12.6499",,,unknown
"41.9438,12.5590",,,unknown
"41.9451,12.6000",,,unknown
"41.9452,12.5164",,,unknown
"41.9461,12.5280",,,unknown
"41.9475,12.5577",,,unknown
"41.9476,12.5272",,,unknown
"41.9489,12.5320",,,unknown
"41.9495,12.0766",,,unknown
"41.9499,12.0793",,,unknown
"41.9503,12.5182",,,unknown
"41.9506,12.0806",,,unknown
"41.9509,12.7606",,,unknown
"41.9574,12.4003",,,unknown
"41.9580,12.5235",,,unknown
"41.9584,13.0514",,,unknown
"41.9606,12.5307",,,unknown
"41.9608,12.5301",,,unknown
"41.9636,12.7994",,,unknown
"41.9637,12.7996",,,unknown
"41.9638,12.4448",,,unknown
"41.9650,12.5247",,,unknown
"41.9656,12.4517",,,unknown
"41.9658,12.4426",,,unknown
"41.9724,12.5400",,,unknown
"41.9733,12.4295",,,unknown
"41.9738,12.5321",,,unknown
"41.9745,12.5139",,,unknown
"41.9780,12.4122",,,unknown
"41.9816,12.0569",,,unknown
"41.9914,12.0917",,,unknown
"41.9916,12.4802",,,unknown
"41.9951,12.6189",,,unknown
"41.9977,12.3915",,,unknown
"41.9982,12.6225",,,unknown
"42.0097,12.3765",,,unknown
"42.0212,12.7431",,,unknown
"42.0223,12.6477",,,unknown
"42.0255,13.0001",,,unknown
"42.0514,12.4016",,,unknown
"42.0622,12.5956",,,unknown
"42.0712,12.2908",,,unknown
"42.0918,11.7950",,,unknown
"42.0947,11.8035",,,unknown
"42.0952,11.7897",,,unknown
"42.0991,13.0531",,,unknown
"42.1097,12.1815",,,unknown
"42.1310,12.1290",,,unknown
"42.1368,12.7372",,,unknown
"42.1578,12.5893",,,unknown
"42.2089,12.4820",,,unknown
"42.2107,12.4800",,,unknown
"43.7581,11.1836",,,unknown
"43.7586,11.1816",,,unknown
"43.7605,11.2414",,,unknown
"43.7617,11.2428",,,unknown
"43.7620,11.2861",,,unknown
"43.7626,11.2808",,,unknown
"43.7635,11.2727",,,unknown
"43.7649,11.2598",,,unknown
"43.7656,11.2475",,,unknown
"43.7663,11.2494",,,unknown
"43.7665,11.2405",,,unknown
"43.7667,11.2450",,,unknown
"43.7667,11.2550",,,unknown
"43.7669,11.2836",,,unknown
"43.7672,11.2457",,,unknown
"43.7672,11.2518",,,unknown
"43.7674,11.2504",,,unknown
"43.7675,11.2520",,,unknown
"43.7676,11.2458",,,unknown
"43.7676,11.2502",,,unknown
"43.7677,11.2410",,,unknown
"43.7678,11.2823",,,unknown
"43.7682,11.2565",,,unknown
"43.7682,11.2580",,,unknown
"43.7682,11.2586",,,unknown
"43.7682,11.2645",,,unknown
"43.7682,11.2649",,,unknown
"43.7682,11.2727",,,unknown
"43.7683,11.2566",,,unknown
"43.7687,11.1976",,,unknown
"43.7687,11.2715",,,unknown
"43.7691,11.2526",,,unknown
"43.7692,11.2585",,,unknown
"43.7693,11.2612",,,unknown
"43.7694,11.2549",,,unknown
"43.7696,11.2443",,,unknown
"43.7697,11.2643",,,unknown
"43.7699,11.2433",,,unknown
"43.7699,11.2582",,,unknown
"43.7700,11.2430",,,unknown
"43.7700,11.2632",,,unknown
"43.7700,11.2654",,,unknown
"43.7702,11.2417",,,unknown
"43.7702,11.2622",,,unknown
"43.7703,11.2659",,,unknown
"43.7704,11.2633",,,unknown
"43.7704,11.2658",,,unknown
"43.7707,11.2558",,,unknown
"43.7707,11.2561",,,unknown
"43.7709,11.2556",,,unknown
"43.7709,11.2697",,,unknown
"43.7710,11.2814",,,unknown
"43.7711,11.2691",,,unknown
"43.7712,11.2483",,,unknown
"43.7712,11.2623",,,unknown
"43.7714,11.2638",,,unknown
"43.7714,11.2670",,,unknown
"43.7714,11.2671",,,unknown
"43.7715,11.2115",,,unknown
"43.7715,11.2604",,,unknown
"43.7715,11.2640",,,unknown
"43.7720,11.2667",,,unknown
"43.7720,11.2668",,,unknown
"43.7721,11.2548",,,unknown
"43.7724,11.2521",,,unknown
"43.7726,11.2576",,,unknown
"43.7727,11.2451",,,unknown
"43.7728,11.2837",,,unknown
"43.7730,11.2253",,,unknown
"43.7732,11.2476",,,unknown
"43.7734,11.2487",,,unknown
"43.7735,11.2487",,,unknown
"43.7740,11.2634",,,unknown
"43.7742,11.2555",,,unknown
"43.7742,11.2576",,,unknown
"43.7743,11.2454",,,unknown
"43.7743,11.2533",,,unknown
"43.7743,11.2572",,,unknown
"43.7744,11.2500",,,unknown
"43.7745,11.2621",,,unknown
"43.7748,11.2457",,,unknown
"43.7749,11.2459",,,unknown
"43.7749,11.2461",,,unknown
"43.7750,11.2522",,,unknown
"43.7751,11.2463",,,unknown
"43.7753,11.2511",,,unknown
"43.7754,11.2410",,,unknown
"43.7754,11.4415",,,unknown
"43.7757,11.2832",,,unknown
"43.7758,11.2521",,,unknown
"43.7758,11.2599",,,unknown
"43.7758,11.2600",,,unknown
"43.7758,11.2749",,,unknown
"43.7759,11.2590",,,unknown
"43.7760,11.2543",,,unknown
"43.7761,11.2452",,,unknown
"43.7761,11.2487",,,unknown
