rilevato_il,giorno,giorno_sett,tipo_giorno,circolo,slug,campo,copertura,inizio,fascia,stato,prezzo_90,prezzo_60
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,19:30,sera,libero,56 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,20:00,sera,libero,56 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,19:30,sera,libero,56 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,19:30,sera,libero,40 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,19:30,sera,libero,,20 EUR
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,19:00,sera,libero,24 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,19:00,sera,libero,,40 EUR
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,19:30,sera,libero,50 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,20:00,sera,libero,,40 EUR
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,19:30,sera,libero,50 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,18:30,sera,libero,85 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,18:30,sera,libero,85 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,19:00,sera,libero,50 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,18:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,19:00,sera,libero,48 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,19:00,sera,libero,48 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,20:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,18:30,sera,libero,48 EUR,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,19:00,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,19:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,20:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,18:30,sera,libero,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,19:00,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,19:30,sera,occupato,,
2026-09-18 18:00,2026-09-18,Fri,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,20:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,23:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,23:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,22:00,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,22:30,sera,occupato,,
2026-09-18 21:54,2026-09-18,Fri,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,22:00,sera,occupato,,
