rilevato_il,giorno,giorno_sett,tipo_giorno,circolo,slug,campo,copertura,inizio,fascia,stato,prezzo_90,prezzo_60
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,20:30,sera,libero,,40 EUR
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,1 Esterno,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,2 Esterno,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,3 COPERTO,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,21:00,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,4 COPERTO,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,6 Indoor,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,8 Esterno,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 1,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,20:30,sera,libero,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Altino Sport Village,altino-sport-village,Padel 2,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,22:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,21:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,21:00,sera,occupato,,
2026-09-17 20:09,2026-09-17,Thu,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,21:30,sera,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,10:30,mattina,libero,32 EUR,24 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,11:00,mattina,libero,32 EUR,24 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,11:30,mattina,libero,32 EUR,24 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,12:00,pranzo,libero,32 EUR,24 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,10:30,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,11:00,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,11:30,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,12:00,pranzo,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,10:30,mattina,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,11:00,mattina,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,11:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,12:00,pranzo,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,10:30,mattina,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,11:00,mattina,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,11:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,12:00,pranzo,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,10:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,11:00,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,11:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,12:00,pranzo,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,10:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,11:00,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,11:30,mattina,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,12:00,pranzo,libero,40 EUR,
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,10:30,mattina,libero,40 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,11:00,mattina,libero,40 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,11:30,mattina,libero,40 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,12:00,pranzo,libero,40 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,10:30,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,11:00,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,11:30,mattina,occupato,,
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,12:00,pranzo,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,10:30,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,11:00,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,11:30,mattina,libero,,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,12:00,pranzo,libero,,
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,10:30,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,11:00,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,11:30,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,12:00,pranzo,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,10:30,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,11:00,mattina,libero,48 EUR,32 EUR
2026-09-18 10:04,2026-09-18,Fri,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,11:30,mattina,libero,48 EUR,32 EUR
